City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year,Hottest month's avg heat index high (F)
Marion,Indiana,27730,1768,Marion,226114,$35252,16.2%,36,$93000,1368,$68,62,56.26%,$685,66.3%,N/A,N/A,27.87%,9.57%,53.94%,Grant County,27.40%,66.50%,1.13%,15.26%,73.45%,6.47%,1.73%,N/A,84,34,50,43.52,25.4,8.3,66,723,3.5,15.68,IN-46908,40.549727,-85.6603633,60%,75%,47%,61%,55%,36.1,40,60,63,18,12.64,8.61,35.37%,33.19%,38.11%,16,86
Matthews,Indiana,475,1357,Marion,226114,$41250,9.45%,54,N/A,N/A,N/A,57,80.84%,$717,46.13%,N/A,N/A,20.21%,3.89%,46.39%,Grant County,27.40%,66.50%,0.0%,0.0%,99.16%,0.0%,0.0%,N/A,83,34,49,43.25,31.9,8.3,77,813,3.5,0.35,IN-47592,40.3874568,-85.4977784,60%,75%,47%,61%,55%,36.1,40,60,64,19,12.61,8.23,36.93%,34.62%,40.89%,29,85
Mier,Indiana,42,175,Marion,226114,N/A,61.9%,59,N/A,N/A,N/A,N/A,61.9%,N/A,38.1%,N/A,N/A,0.0%,0.0%,38.1%,Grant County,27.40%,66.50%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,84,34,50,43.52,25.4,8.3,81,723,3.5,0.24,IN-49212,40.5748064,-85.8232301,60%,75%,47%,61%,55%,36.1,40,60,63,18,12.64,8.61,35.37%,33.19%,38.11%,16,86
Mill,Indiana,10487,452,Marion,226114,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Grant County,27.40%,66.50%,N/A,N/A,N/A,N/A,N/A,N/A,84,34,50,43.52,25.4,8.3,76,723,3.5,23.2,IN-49374,40.4815666,-85.6163642,60%,75%,47%,61%,55%,36.1,40,60,63,18,12.64,8.61,35.37%,33.19%,38.11%,16,86
Monroe township (Grant Cnty),Indiana,1553,2284,Marion,226114,N/A,N/A,N/A,$135000,1262,$107,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Grant County,27.40%,66.50%,N/A,N/A,N/A,N/A,N/A,N/A,84,34,50,44.38,25.4,8.3,81,810,3.5,0.68,IN-50310,40.5236797,-85.5027882,60%,75%,47%,61%,55%,36.1,40,60,63,18,13.68,8.67,35.37%,33.19%,38.11%,16,86
Pleasant township (Grant Cnty),Indiana,6543,188,Marion,226114,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Grant County,27.40%,66.50%,N/A,N/A,N/A,N/A,N/A,N/A,84,34,50,43.52,25.4,8.3,73,723,3.5,34.8,IN-60372,40.6097611,-85.7314659,60%,75%,47%,61%,55%,36.1,40,60,63,18,12.64,8.61,35.37%,33.19%,38.11%,16,86
Richland township (Grant Cnty),Indiana,1298,2496,Marion,226114,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Grant County,27.40%,66.50%,N/A,N/A,N/A,N/A,N/A,N/A,84,34,50,43.52,25.4,8.3,81,723,3.5,0.52,IN-64062,40.6089737,-85.8261527,60%,75%,47%,61%,55%,36.1,40,60,63,18,12.64,8.61,35.37%,33.19%,38.11%,16,86
Sims,Indiana,93,93,Marion,226114,$32639,0.0%,44,N/A,N/A,N/A,N/A,100.0%,N/A,20.59%,N/A,N/A,0.0%,0.0%,33.82%,Grant County,27.40%,66.50%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,84,34,50,43.52,25.4,8.3,81,723,3.5,1.0,IN-69894,40.5006505,-85.8539324,51%,64%,41%,60%,57%,41.0,42,63,63,18,12.64,8.61,35.37%,33.19%,38.11%,16,87
Sims township,Indiana,93,93,Marion,226114,$32639,0.0%,44,N/A,N/A,N/A,N/A,100.0%,N/A,20.59%,N/A,N/A,0.0%,0.0%,33.82%,Grant County,27.40%,66.50%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,84,34,50,43.52,25.4,8.3,81,723,3.5,1.0,IN-69894,40.5006505,-85.8539324,51%,64%,41%,60%,57%,41.0,42,63,63,18,12.64,8.61,35.37%,33.19%,38.11%,16,87
Swayzee,Indiana,968,2060,Marion,226114,$55417,19.38%,37,$58000,1450,$40,60,73.76%,$861,38.01%,N/A,N/A,13.02%,3.23%,56.54%,Grant County,27.40%,66.50%,0.62%,1.76%,89.77%,2.38%,1.55%,N/A,84,34,50,43.52,25.4,8.3,81,723,3.5,0.47,IN-74510,40.506642,-85.824307,51%,64%,41%,60%,57%,41.0,42,63,63,18,12.64,8.61,35.37%,33.19%,38.11%,16,87
Sweetser,Indiana,1157,1146,Marion,226114,$63750,20.55%,47,$154000,2232,$69,49,88.59%,$728,41.92%,N/A,N/A,6.48%,6.2%,50.57%,Grant County,27.40%,66.50%,0.0%,0.43%,90.41%,9.59%,0.0%,N/A,84,34,50,43.52,25.4,8.3,81,723,3.5,1.01,IN-74546,40.5687145,-85.7670016,60%,75%,47%,61%,55%,36.1,40,60,63,18,12.64,8.61,35.37%,33.19%,38.11%,16,86
Upland,Indiana,3701,1179,Marion,226114,$60972,42.57%,22,$229000,2045,$112,46,76.81%,$620,68.9%,N/A,N/A,5.92%,3.46%,62.0%,Grant County,27.40%,66.50%,3.51%,2.4%,87.84%,1.59%,3.32%,N/A,83,34,49,44.38,31.9,8.3,77,810,3.5,3.14,IN-77966,40.4639059,-85.5007926,60%,75%,47%,61%,55%,36.1,40,60,64,19,13.68,8.67,36.93%,34.62%,40.89%,29,85
Van Buren,Indiana,897,1547,Marion,226114,$42344,11.33%,47,N/A,N/A,N/A,65,69.34%,$803,46.04%,N/A,N/A,24.64%,5.65%,53.91%,Grant County,27.40%,66.50%,0.0%,0.0%,99.22%,0.22%,0.67%,N/A,84,34,50,42.66,25.4,8.3,81,801,3.5,0.58,IN-78470,40.6157557,-85.5039212,60%,75%,47%,61%,55%,36.1,40,60,63,18,12.76,8.16,35.37%,33.19%,38.11%,16,86
Washington township (Grant Cnty),Indiana,3660,552,Marion,226114,N/A,N/A,N/A,$145000,1160,$125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Grant County,27.40%,66.50%,N/A,N/A,N/A,N/A,N/A,N/A,84,34,50,42.66,25.4,8.3,78,801,3.5,6.63,IN-80630,40.6111835,-85.6159898,60%,75%,47%,61%,55%,36.1,40,60,63,18,12.76,8.16,35.37%,33.19%,38.11%,16,86
Marion,North Carolina,7853,1324,Marion,226114,$41117,16.13%,38,$222000,1233,$180,45,53.07%,$628,55.8%,153,5346,25.36%,8.71%,43.9%,McDowell County,23.50%,73.30%,4.0%,11.42%,58.55%,23.62%,16.31%,N/A,88,50,38,59.95,10.8,6.6,63,1290,4.6,5.93,NC-41420,35.6776993,-82.001683,59%,59%,57%,55%,59%,44.7,46,64,65,27,15.55,13.89,36.3%,45.05%,32.67%,7,95
Old Fort,North Carolina,743,609,Marion,226114,$28269,6.12%,46,N/A,N/A,N/A,49,60.16%,$656,50.08%,N/A,N/A,20.59%,1.64%,49.67%,McDowell County,23.50%,73.30%,0.0%,3.5%,92.06%,0.0%,0.54%,N/A,85,49,36,55.14,10.8,6.6,78,1410,4.6,1.22,NC-48920,35.6304239,-82.1777323,59%,59%,57%,55%,59%,44.7,46,64,63,25,14.49,12.64,42.47%,50.33%,41.56%,7,89
West Marion,North Carolina,1100,743,Marion,226114,$43125,6.88%,48,$320000,1882,$170,30,58.0%,$752,53.59%,N/A,N/A,4.21%,3.1%,57.93%,McDowell County,23.50%,73.30%,0.0%,1.18%,88.36%,3.55%,0.0%,N/A,88,50,38,59.95,10.8,6.6,68,1290,4.6,1.48,NC-72600,35.6524077,-82.018963,59%,59%,57%,55%,59%,44.7,46,64,65,27,15.55,13.89,36.3%,45.05%,32.67%,7,95
Big Island,Ohio,1071,30,Marion,226114,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Marion County,29.90%,64.10%,N/A,N/A,N/A,N/A,N/A,N/A,84,35,49,42.21,20.9,7.6,79,882,5.1,35.7,OH-06348,40.6022216,-83.2453694,45%,54%,35%,63%,58%,38.6,41,61,63,18,13.17,8.24,37.48%,32.97%,43.11%,15,87
Bowling Green township (Marion Cnty),Ohio,580,45,Marion,226114,N/A,N/A,N/A,$288000,1946,$148,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Marion County,29.90%,64.10%,N/A,N/A,N/A,N/A,N/A,N/A,84,35,49,42.21,20.9,7.6,80,882,5.1,12.79,OH-07958,40.542495,-83.3668572,45%,54%,35%,58%,55%,38.6,41,61,63,18,13.17,8.24,34.38%,33.41%,36.0%,15,86
Caledonia,Ohio,665,2771,Marion,226114,$49375,12.96%,30,N/A,N/A,N/A,N/A,73.23%,$1009,49.13%,N/A,N/A,2.41%,10.0%,62.62%,Marion County,29.90%,64.10%,0.45%,0.0%,99.1%,0.0%,0.45%,N/A,84,35,49,41.15,49.6,7.6,78,909,5.1,0.24,OH-10954,40.6364291,-82.9695134,45%,54%,35%,63%,58%,38.1,39,59,63,19,12.77,7.8,37.26%,36.04%,38.22%,34,87
Claridon township (Marion Cnty),Ohio,2811,76,Marion,226114,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Marion County,29.90%,64.10%,N/A,N/A,N/A,N/A,N/A,N/A,84,35,49,41.15,49.6,7.6,78,909,5.1,36.99,OH-15196,40.6009703,-83.0158768,45%,54%,35%,63%,58%,38.6,41,61,63,19,12.77,7.8,37.26%,36.04%,38.22%,34,87
Grand,Ohio,218,12,Marion,226114,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Marion County,29.90%,64.10%,N/A,N/A,N/A,N/A,N/A,N/A,84,35,49,42.21,33.6,7.6,78,882,5.1,18.17,OH-31178,40.6654331,-83.3623327,45%,54%,35%,63%,58%,38.6,41,61,63,18,13.17,8.24,37.48%,32.97%,43.11%,22,87
Grand Prairie,Ohio,2057,85,Marion,226114,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Marion County,29.90%,64.10%,N/A,N/A,N/A,N/A,N/A,N/A,84,35,49,42.21,49.6,7.6,78,882,5.1,24.2,OH-31192,40.6736014,-83.1308068,45%,54%,35%,63%,58%,38.6,41,61,63,18,13.17,8.24,37.48%,32.97%,43.11%,34,87
Green Camp,Ohio,328,965,Marion,226114,$42054,4.78%,41,$170000,1259,$135,62,75.91%,$750,54.72%,N/A,N/A,4.88%,5.63%,53.58%,Marion County,29.90%,64.10%,0.0%,0.0%,97.87%,0.0%,0.91%,N/A,84,35,49,42.21,20.9,7.6,80,882,5.1,0.34,OH-31948,40.5320164,-83.207613,45%,54%,35%,63%,58%,38.6,41,61,63,18,13.17,8.24,37.48%,32.97%,43.11%,15,87
Green Camp township,Ohio,328,965,Marion,226114,$42054,4.78%,41,$170000,1259,$135,62,75.91%,$750,54.72%,N/A,N/A,4.88%,5.63%,53.58%,Marion County,29.90%,64.10%,0.0%,0.0%,97.87%,0.0%,0.91%,N/A,84,35,49,42.21,20.9,7.6,80,882,5.1,0.34,OH-31948,40.5320164,-83.207613,45%,54%,35%,63%,58%,38.6,41,61,63,18,13.17,8.24,37.48%,32.97%,43.11%,15,87
La Rue,Ohio,581,1210,Marion,226114,$36250,7.16%,47,N/A,N/A,N/A,73,52.84%,$564,56.59%,N/A,N/A,20.56%,4.69%,52.89%,Marion County,29.90%,64.10%,0.0%,0.0%,91.91%,3.79%,0.34%,N/A,84,35,49,41.33,20.9,7.6,80,912,5.1,0.48,OH-41902,40.5781023,-83.3821246,45%,54%,35%,58%,55%,38.6,41,61,63,18,12.1,8.5,37.51%,34.51%,42.78%,15,86
Marion,Ohio,36011,2779,Marion,226114,$40223,10.68%,37,$125000,1276,$98,69,55.98%,$737,60.9%,N/A,N/A,20.31%,9.33%,49.61%,Marion County,29.90%,64.10%,0.34%,9.1%,81.46%,4.01%,1.78%,N/A,84,35,49,42.21,20.9,7.6,47,882,5.1,12.96,OH-47754,40.5973152,-83.1226487,45%,54%,35%,63%,58%,38.6,41,61,63,18,13.17,8.24,37.48%,32.97%,43.11%,15,87
Marion township (Marion Cnty),Ohio,36011,2779,Marion,226114,$40223,10.68%,37,$125000,1276,$98,69,55.98%,$737,60.9%,N/A,N/A,20.31%,9.33%,49.61%,Marion County,29.90%,64.10%,0.34%,9.1%,81.46%,4.01%,1.78%,N/A,84,35,49,42.21,20.9,7.6,50,882,5.1,12.96,OH-47754,40.5973152,-83.1226487,45%,54%,35%,63%,58%,38.6,41,61,63,18,13.17,8.24,37.48%,32.97%,43.11%,15,87
Montgomery township (Marion Cnty),Ohio,2010,379,Marion,226114,N/A,N/A,N/A,$670000,2746,$244,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Marion County,29.90%,64.10%,N/A,N/A,N/A,N/A,N/A,N/A,84,35,49,42.21,33.6,7.6,80,882,5.1,5.31,OH-51730,40.6087144,-83.3580808,45%,54%,35%,63%,58%,38.6,41,61,63,18,13.17,8.24,37.48%,32.97%,43.11%,22,87
Morral,Ohio,433,160,Marion,226114,$55156,23.31%,47,N/A,N/A,N/A,N/A,95.15%,N/A,42.94%,N/A,N/A,8.06%,2.14%,53.28%,Marion County,29.90%,64.10%,0.0%,0.69%,98.15%,0.0%,0.0%,N/A,84,35,49,42.21,49.6,7.6,78,882,5.1,2.7,OH-52276,40.6913519,-83.2097854,45%,54%,35%,63%,58%,38.6,41,61,63,18,13.17,8.24,37.48%,32.97%,43.11%,34,87
New Bloomington,Ohio,345,784,Marion,226114,$32500,4.88%,38,N/A,N/A,N/A,42,62.32%,$781,64.29%,N/A,N/A,36.92%,25.0%,49.23%,Marion County,29.90%,64.10%,0.0%,0.0%,88.12%,10.14%,1.74%,N/A,84,35,49,42.21,20.9,7.6,80,882,5.1,0.44,OH-54152,40.5836963,-83.3125238,45%,54%,35%,63%,58%,38.6,41,61,63,18,13.17,8.24,37.48%,32.97%,43.11%,15,87
Pleasant township (Marion Cnty),Ohio,4681,26006,Marion,226114,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Marion County,29.90%,64.10%,N/A,N/A,N/A,N/A,N/A,N/A,84,35,49,42.21,20.9,7.6,75,882,5.1,0.18,OH-63352,40.5209515,-83.1337179,45%,54%,35%,63%,58%,38.6,41,61,63,18,13.17,8.24,37.48%,32.97%,43.11%,15,87
Prospect,Ohio,1241,1724,Marion,226114,$61538,19.75%,30,$425000,2724,$156,N/A,62.37%,$945,41.19%,N/A,N/A,4.51%,3.88%,60.09%,Marion County,29.90%,64.10%,0.0%,0.0%,94.84%,2.5%,0.48%,N/A,84,35,49,42.21,20.9,7.6,77,882,5.1,0.72,OH-64780,40.4539173,-83.1848042,45%,54%,35%,58%,55%,38.6,41,61,63,18,13.17,8.24,34.38%,33.41%,36.0%,15,86
Prospect township,Ohio,1241,1724,Marion,226114,$61538,19.75%,30,$425000,2724,$156,N/A,62.37%,$945,41.19%,N/A,N/A,4.51%,3.88%,60.09%,Marion County,29.90%,64.10%,0.0%,0.0%,94.84%,2.5%,0.48%,N/A,84,35,49,42.21,20.9,7.6,77,882,5.1,0.72,OH-64780,40.4539173,-83.1848042,45%,54%,35%,58%,55%,38.6,41,61,63,18,13.17,8.24,34.38%,33.41%,36.0%,15,86
Richland township (Marion Cnty),Ohio,1354,44,Marion,226114,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Marion County,29.90%,64.10%,N/A,N/A,N/A,N/A,N/A,N/A,84,35,49,41.15,20.9,7.6,77,909,5.1,30.77,OH-66754,40.520782,-83.0179581,45%,54%,35%,63%,58%,38.6,41,61,63,19,12.77,7.8,37.26%,36.04%,38.22%,15,87
