City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year
Kankakee township (La Porte Cnty),Indiana,4817,158,Michigan City-La Porte,181404,$52150,N/A,N/A,N/A,N/A,N/A,34,77.40%,N/A,42.00%,N/A,N/A,N/A,4.30%,N/A,LaPorte County,43.40%,49.70%,N/A,N/A,N/A,14.10%,N/A,Central Standard Time,82,32,50,44.02,139,69.7,N/A,77,723,3.5,30.49,IN-39186,41.6502056,-86.6509804,52%,65%,39%,61%,56%,41.1,40,60,64,18,13.37,8.29,44.41%,40.44%,48.11%,34
Kingsbury,Indiana,205,358,Michigan City-La Porte,181404,$48542,N/A,45,N/A,N/A,N/A,32,90.48%,$938,51.09%,N/A,N/A,31.75%,5.68%,48.09%,LaPorte County,43.40%,49.70%,0.0%,0.0%,57.14%,41.8%,18.52%,Central Standard Time,82,32,50,42.86,139,69.7,N/A,81,711,3.5,0.59,IN-39816,41.5302127,-86.697191,52%,65%,39%,61%,56%,41.1,40,60,64,18,13.09,8.1,41.95%,38.13%,48.56%,34
Kingsford Heights,Indiana,1370,1454,Michigan City-La Porte,181404,$48596,3.12%,38,$130000,1130,$115,69,61.77%,$698,55.3%,N/A,N/A,19.25%,5.47%,54.94%,LaPorte County,43.40%,49.70%,0.87%,5.58%,84.43%,1.01%,1.23%,Central Standard Time,82,32,50,42.86,139,69.7,N/A,81,711,3.5,0.89,IN-39852,41.4783953,-86.6930144,52%,65%,39%,61%,56%,41.1,40,60,64,18,13.09,8.1,41.95%,38.13%,48.56%,34
La Crosse,Indiana,552,1040,Michigan City-La Porte,181404,$51932,8.81%,40,N/A,N/A,N/A,66,74.66%,$982,46.56%,N/A,N/A,17.6%,4.71%,66.35%,LaPorte County,43.40%,49.70%,0.0%,0.97%,91.88%,4.84%,5.03%,Central Standard Time,83,32,51,41.94,111,30.8,N/A,82,672,3.5,0.51,IN-40662,41.3177674,-86.8895531,52%,65%,39%,61%,56%,41.1,40,60,62,16,14.02,6.85,36.08%,36.15%,34.11%,21
La Porte,Indiana,21825,1874,Michigan City-La Porte,181404,$42057,16.62%,36,$148000,1526,$97,66,61.89%,$714,59.03%,N/A,N/A,19.51%,6.2%,65.06%,LaPorte County,43.40%,49.70%,0.52%,4.09%,77.84%,13.13%,5.49%,Central Standard Time,82,32,50,44.55,137,69.7,N/A,66,741,3.5,11.92,IN-42246,41.6069166,-86.7141565,52%,65%,39%,61%,56%,41.1,40,60,64,18,12.61,9.15,40.6%,35.49%,49.33%,34
Lincoln township (La Porte Cnty),Indiana,2269,84,Michigan City-La Porte,181404,$42156,N/A,N/A,N/A,N/A,N/A,56,65.60%,N/A,39.50%,N/A,N/A,N/A,4.30%,N/A,LaPorte County,43.40%,49.70%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,32,50,42.86,135,62.1,N/A,82,711,3.5,27.01,IN-43812,41.564925,-86.5373238,52%,65%,39%,61%,56%,41.1,40,60,64,18,13.09,8.1,44.41%,40.44%,48.11%,30
Long Beach,Indiana,1126,1047,Michigan City-La Porte,181404,$108125,66.09%,61,$790000,2724,$290,68,100.0%,N/A,26.01%,N/A,N/A,3.22%,0.64%,50.43%,LaPorte County,43.40%,49.70%,0.49%,0.0%,98.44%,0.68%,4.1%,Central Standard Time,82,32,50,44.55,139,69.7,N/A,77,741,3.5,1.04,IN-44784,41.7434538,-86.8522,52%,65%,39%,61%,56%,41.1,40,60,64,18,12.61,9.15,40.6%,35.49%,49.33%,34
Michiana Shores,Indiana,262,746,Michigan City-La Porte,181404,$76250,N/A,62,$630000,1881,$335,64,81.66%,$1042,42.31%,N/A,N/A,10.32%,3.13%,51.28%,LaPorte County,43.40%,49.70%,0.29%,0.0%,93.41%,0.86%,2.29%,Central Standard Time,82,32,50,44.55,139,69.7,N/A,76,741,3.5,0.35,IN-48744,41.7563571,-86.8181594,52%,65%,39%,61%,56%,41.1,40,60,64,18,12.61,9.15,40.6%,35.49%,49.33%,34
Michigan City,Indiana,31352,1594,Michigan City-La Porte,181404,$44930,15.97%,36,$155000,1270,$122,58,54.82%,$764,63.23%,N/A,N/A,23.33%,7.18%,56.71%,LaPorte County,43.40%,49.70%,1.02%,28.0%,59.49%,7.35%,3.05%,Central Standard Time,82,32,50,44.55,139,69.7,N/A,73,741,3.5,20.41,IN-48798,41.7091992,-86.8692399,52%,65%,39%,61%,56%,41.1,40,60,64,18,12.61,9.15,40.6%,35.49%,49.33%,34
Michigan township (La Porte Cnty),Indiana,27373,1528,Michigan City-La Porte,181404,$44930,N/A,36,$155000,1270,$122,58,54.82%,$764,63.23%,N/A,N/A,23.33%,7.18%,56.71%,LaPorte County,43.40%,49.70%,1.02%,28.0%,59.49%,7.35%,3.05%,Central Standard Time,82,32,50,44.55,139,69.7,N/A,72,741,3.5,20.41,IN-48798,41.7091992,-86.8692399,52%,65%,39%,61%,56%,41.1,40,60,64,18,12.61,9.15,40.6%,35.49%,49.33%,34
New Durham,Indiana,8671,241,Michigan City-La Porte,181404,$51408,8.15%,N/A,N/A,N/A,N/A,27,75.00%,N/A,68.80%,N/A,N/A,N/A,4.30%,N/A,LaPorte County,43.40%,49.70%,N/A,17.88%,N/A,5.70%,N/A,Central Standard Time,82,32,50,45.58,133,69.7,N/A,76,762,3.5,35.98,IN-52830,41.5627668,-86.8740481,52%,65%,39%,61%,56%,41.1,40,60,64,18,13.1,9.7,41.95%,38.13%,48.56%,34
Noble township (La Porte Cnty),Indiana,1347,43,Michigan City-La Porte,181404,$71192,N/A,N/A,N/A,N/A,N/A,41,89.20%,N/A,33.70%,N/A,N/A,N/A,4.30%,N/A,LaPorte County,43.40%,49.70%,N/A,N/A,N/A,5.20%,N/A,Central Standard Time,83,32,51,45.58,139,30.8,N/A,80,762,3.5,31.33,IN-54090,41.4737719,-86.7630837,52%,65%,39%,61%,56%,41.1,40,60,62,16,13.1,9.7,41.95%,38.13%,48.56%,21
Pleasant township (La Porte Cnty),Indiana,3367,136,Michigan City-La Porte,181404,$47547,N/A,N/A,N/A,N/A,N/A,41,67.10%,N/A,45.30%,N/A,N/A,N/A,4.30%,N/A,LaPorte County,43.40%,49.70%,N/A,N/A,N/A,16.10%,N/A,Central Standard Time,82,32,50,42.86,137,69.7,N/A,75,711,3.5,24.76,IN-60408,41.5768851,-86.6410923,52%,65%,39%,61%,56%,41.1,40,60,64,18,13.09,8.1,44.41%,40.44%,48.11%,34
Pottawattamie Park,Indiana,262,1065,Michigan City-La Porte,181404,$88750,N/A,49,N/A,N/A,N/A,64,97.59%,N/A,39.87%,N/A,N/A,5.52%,3.68%,64.12%,LaPorte County,43.40%,49.70%,0.87%,11.63%,83.43%,4.07%,2.33%,Central Standard Time,82,32,50,44.55,139,69.7,N/A,77,741,3.5,0.25,IN-61470,41.7232899,-86.8671378,52%,65%,39%,61%,56%,41.1,40,60,64,18,12.61,9.15,40.6%,35.49%,49.33%,34
Prairie township (La Porte Cnty),Indiana,326,14,Michigan City-La Porte,181404,$52344,N/A,N/A,N/A,N/A,N/A,23,82.70%,N/A,29.60%,N/A,N/A,N/A,4.30%,N/A,LaPorte County,43.40%,49.70%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,33,50,43.11,126,30.8,N/A,82,630,3.5,23.29,IN-61596,41.3359465,-86.7765131,52%,65%,39%,61%,56%,41.1,40,60,62,17,13.57,8.65,36.08%,36.15%,34.11%,21
Rolling Prairie,Indiana,681,645,Michigan City-La Porte,181404,$77361,N/A,30,$173000,1491,$116,63,100.0%,N/A,30.38%,N/A,N/A,1.23%,0.0%,68.61%,LaPorte County,43.40%,49.70%,0.0%,3.19%,96.81%,0.0%,0.0%,Central Standard Time,82,32,50,44.02,143,62.1,N/A,78,723,3.5,1.06,IN-65736,41.6742561,-86.6207549,52%,65%,39%,61%,56%,41.1,40,60,64,18,13.37,8.29,44.41%,40.44%,48.11%,30
Scipio township (La Porte Cnty),Indiana,4570,142,Michigan City-La Porte,181404,$54048,N/A,N/A,N/A,N/A,N/A,41,74.20%,N/A,41.90%,N/A,N/A,N/A,4.30%,N/A,LaPorte County,43.40%,49.70%,N/A,N/A,N/A,6.00%,N/A,Central Standard Time,82,32,50,45.58,137,69.7,N/A,76,762,3.5,1.15,IN-68346,41.5619414,-86.765511,52%,65%,39%,61%,56%,41.1,40,60,64,18,13.1,9.7,41.95%,38.13%,48.56%,34
Springfield township (La Porte Cnty),Indiana,4021,121,Michigan City-La Porte,181404,$50019,N/A,N/A,N/A,N/A,N/A,45,72.50%,N/A,42.80%,N/A,N/A,N/A,4.30%,N/A,LaPorte County,43.40%,49.70%,N/A,N/A,N/A,2.80%,N/A,Central Standard Time,82,32,50,44.55,138,69.7,N/A,79,741,3.5,33.23,IN-72170,41.7197053,-86.7581957,52%,65%,39%,61%,56%,41.1,40,60,64,18,12.61,9.15,40.6%,35.49%,49.33%,34
Trail Creek,Indiana,2000,1650,Michigan City-La Porte,181404,$62611,19.50%,49,$210000,1944,$108,57,82.8%,$1030,43.65%,N/A,N/A,6.58%,4.62%,57.38%,LaPorte County,43.40%,49.70%,2.29%,6.2%,83.69%,1.93%,3.34%,Central Standard Time,82,32,50,44.55,139,69.7,N/A,69,741,3.5,1.22,IN-76328,41.6962565,-86.8555172,52%,65%,39%,61%,56%,41.1,40,60,64,18,12.61,9.15,40.6%,35.49%,49.33%,34
Union township (La Porte Cnty),Indiana,1985,71,Michigan City-La Porte,181404,$48214,N/A,N/A,N/A,N/A,N/A,51,58.60%,N/A,46.70%,N/A,N/A,N/A,4.30%,N/A,LaPorte County,43.40%,49.70%,N/A,N/A,N/A,3.30%,N/A,Central Standard Time,82,32,50,42.86,136,69.7,N/A,81,711,3.5,2.26,IN-77408,41.464633,-86.6477091,52%,65%,39%,61%,56%,41.1,40,60,64,18,13.09,8.1,41.95%,38.13%,48.56%,34
Wanatah,Indiana,1234,868,Michigan City-La Porte,181404,$60729,15.70%,44,$200000,1205,$166,65,83.72%,$1154,48.62%,N/A,N/A,12.52%,6.42%,72.13%,LaPorte County,43.40%,49.70%,0.0%,0.0%,95.91%,3.26%,0.92%,Central Standard Time,83,32,51,41.94,132,30.8,N/A,81,672,3.5,1.4,IN-80018,41.430561,-86.8923472,52%,65%,39%,61%,56%,41.1,40,60,62,16,14.02,6.85,36.08%,36.15%,34.11%,21
Washington township (La Porte Cnty),Indiana,1072,40,Michigan City-La Porte,181404,$70357,N/A,N/A,$145000,1160,$125,29,68.60%,N/A,37.60%,N/A,N/A,N/A,4.30%,N/A,LaPorte County,43.40%,49.70%,N/A,N/A,N/A,4.20%,N/A,Central Standard Time,82,32,50,42.86,138,69.7,N/A,81,711,3.5,6.63,IN-80774,41.5210529,-86.6500123,52%,65%,39%,61%,56%,41.1,40,60,64,18,13.09,8.1,41.95%,38.13%,48.56%,34
Westville,Indiana,6659,2157,Michigan City-La Porte,181404,$48750,5.19%,37,$335000,2939,$114,28,85.26%,$631,75.2%,N/A,N/A,13.51%,5.71%,16.72%,LaPorte County,43.40%,49.70%,0.76%,23.27%,68.65%,6.73%,2.18%,Central Standard Time,83,32,51,41.94,132,30.8,N/A,76,672,3.5,3.25,IN-83420,41.5375491,-86.9049407,52%,65%,39%,61%,56%,41.1,40,60,62,16,14.02,6.85,36.08%,36.15%,34.11%,21
Wills,Indiana,1940,66,Michigan City-La Porte,181404,$70650,N/A,N/A,N/A,N/A,N/A,24,91.50%,N/A,38.40%,N/A,N/A,N/A,4.30%,N/A,LaPorte County,43.40%,49.70%,N/A,N/A,N/A,4.60%,N/A,Central Standard Time,82,32,50,45.59,143,62.1,N/A,81,696,3.5,29.39,IN-84554,41.6464332,-86.5525133,52%,65%,39%,61%,56%,41.1,40,60,64,18,13.5,8.97,40.16%,34.95%,46.11%,30
