GPC,0.068926
ULTA,0.068901
DXCM,0.068575
COO,0.068268
EXPD,0.067929
DELL,0.067529
LNT,0.067472
KEY,0.067344
OMC,0.066742
JBL,0.066590
ANSS,0.066417
EL,0.065631
HIG,0.064916
EVRG,0.064751
L,0.064531
BR,0.063610
WDC,0.063572
EG,0.063373
BALL,0.063124
J,0.062817
ARE,0.062520
MTD,0.062289
APTV,0.059985
BBY,0.059983
TER,0.059626
KIM,0.059023
AVY,0.058613
MLM,0.058554
DOC,0.058459
HOLX,0.057745
IEX,0.057453
AMCR,0.056929
TXT,0.056582
DOV,0.056543
DLTR,0.056317
DRI,0.055831
CF,0.055786
RVTY,0.054480
TSCO,0.054289
VLTO,0.052491
PPL,0.051380
SWK,0.051149
CAG,0.051138
POOL,0.050807
AKAM,0.050791
JNPR,0.049784
ALGN,0.049586
JBHT,0.049432
CHRW,0.049340
FOXA,0.049300
VMC,0.049146
WAT,0.048992
REG,0.048694
SJM,0.048654
MAA,0.046329
NDSN,0.046254
MRNA,0.046139
KMX,0.046134
VTRS,0.045568
SWKS,0.045252
PNW,0.044463
GL,0.044427
CINF,0.044397
AIZ,0.044142
LKQ,0.043831
EBAY,0.043392
TAP,0.042944
EMN,0.042852
NWSA,0.042748
SOLV,0.042675
UHS,0.042603
PTC,0.042500
ESS,0.041996
NTAP,0.041821
BXP,0.041509
EPAM,0.041474
RJF,0.041377
IPG,0.041210
BG,0.040934
TRMB,0.040283
TECH,0.040184
AES,0.038716
DPZ,0.038480
ALB,0.038079
FDS,0.037613
MAS,0.037001
MOS,0.036886
HRL,0.036353
PKG,0.036221
HSIC,0.036071
LDOS,0.035789
WRB,0.035724
CRL,0.035596
FFIV,0.035016
ENPH,0.034661
ZBRA,0.034314
MKTX,0.034110
NVR,0.033674
WBA,0.033239
HAS,0.033139
AOS,0.033071
HII,0.032848
MTCH,0.031949
APA,0.031817
JKHY,0.031675
LW,0.031566
CPB,0.031210
FRT,0.030699
UDR,0.029896
MGM,0.029658
PARA,0.029444
BLDR,0.029162
IVZ,0.028728
FSLR,0.027509
FOX,0.027351
BF.B,0.026317
CPT,0.026060
GEN,0.025817
BEN,0.025614
ROL,0.025439
MHK,0.024509
CZR,0.024266
ALLE,0.021603
PNR,0.021075
INCY,0.016537
HST,0.015859
NWS,0.014376
GNRC,0.012340
