City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year
Kohler,Wisconsin,2016,379,Sheboygan,114061,$98500,68.15%,43,$298000,1552,$192,57,90.87%,$1125,29.42%,0,1696,1.49%,4.73%,60.04%,Sheboygan County,38.50%,54.40%,1.88%,0.0%,91.12%,6.05%,8.43%,Central Standard Time,78,28,50,35.8,115,50.5,8.1,81,636,3.4,5.32,WI-40275,43.7363883,-87.7794831,53%,66%,44%,63%,61%,34.2,37,58,61,13,11.83,5.71,31.97%,33.85%,29.0%,27
Lima (Sheboygan Cnty),Wisconsin,2987,84,Sheboygan,114061,$68668,N/A,N/A,N/A,N/A,N/A,44,86.10%,N/A,28.30%,N/A,N/A,N/A,2.80%,N/A,Sheboygan County,38.50%,54.40%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,81,27,54,36.83,115,50.5,8.1,86,699,3.4,35.56,WI-44150,43.6737156,-87.8613685,53%,66%,44%,63%,61%,34.2,37,58,61,13,11.58,6.61,34.27%,37.36%,31.67%,27
Lyndon (Sheboygan Cnty),Wisconsin,1495,44,Sheboygan,114061,$59079,N/A,N/A,N/A,N/A,N/A,52,82.70%,N/A,32.10%,N/A,N/A,N/A,2.80%,N/A,Sheboygan County,38.50%,54.40%,N/A,N/A,N/A,1.50%,N/A,Central Standard Time,82,27,55,35.34,117,50.5,8.1,85,756,3.4,33.98,WI-46575,43.6747585,-87.9806284,53%,66%,44%,63%,61%,34.2,37,58,61,12,11.75,5.48,33.01%,35.71%,29.78%,27
Mitchell,Wisconsin,1307,36,Sheboygan,114061,$71313,26.56%,N/A,N/A,N/A,N/A,37,80.70%,N/A,35.40%,N/A,N/A,N/A,2.80%,N/A,Sheboygan County,38.50%,54.40%,N/A,1.88%,N/A,2.80%,N/A,Central Standard Time,82,27,55,36.36,118,50.5,8.1,87,1023,3.4,36.31,WI-53375,43.6738653,-88.1002758,53%,66%,44%,63%,61%,34.2,37,58,61,12,12.44,5.64,33.01%,35.71%,29.78%,27
Mosel,Wisconsin,791,38,Sheboygan,114061,$68000,29.05%,N/A,N/A,N/A,N/A,63,85.60%,N/A,32.90%,N/A,N/A,N/A,2.80%,N/A,Sheboygan County,38.50%,54.40%,1.92%,N/A,N/A,1.30%,N/A,Central Standard Time,81,28,53,35.98,114,51.5,8.1,87,621,3.4,20.82,WI-54475,43.8477544,-87.7658301,55%,67%,48%,63%,59%,31.6,35,57,59,13,11.69,5.96,33.95%,38.35%,25.89%,21
Oostburg,Wisconsin,3017,1539,Sheboygan,114061,$63991,30.41%,43,$250000,1923,$130,37,82.03%,$776,36.32%,N/A,N/A,4.02%,3.22%,68.53%,Sheboygan County,38.50%,54.40%,0.43%,0.0%,89.76%,7.23%,3.65%,Central Standard Time,81,27,54,35.45,114,50.5,8.1,86,621,3.4,1.96,WI-60100,43.6237567,-87.7888759,53%,66%,44%,63%,61%,34.2,37,58,61,13,11.83,5.53,34.27%,37.36%,31.67%,27
Plymouth,Wisconsin,8477,1584,Sheboygan,114061,$47608,28.45%,N/A,$230000,1643,$140,47,55.10%,N/A,44.10%,57,1300,6.2%,2.80%,N/A,Sheboygan County,38.50%,54.40%,N/A,2.68%,N/A,3.00%,1.2%,Central Standard Time,82,27,55,35.34,120,50.5,8.1,82,756,3.4,5.35,WI-63725,43.7640311,-87.9837893,53%,66%,44%,63%,61%,34.2,37,58,61,12,11.75,5.48,33.01%,35.71%,29.78%,27
Plymouth (Sheboygan Cnty),Wisconsin,3180,594,Sheboygan,114061,$85481,N/A,N/A,$230000,1643,$140,41,87.00%,N/A,31.10%,57,1300,N/A,2.80%,N/A,Sheboygan County,38.50%,54.40%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,27,55,35.34,120,50.5,8.1,83,756,3.4,5.35,WI-63725,43.7640311,-87.9837893,53%,66%,44%,63%,61%,34.2,37,58,61,12,11.75,5.48,33.01%,35.71%,29.78%,27
Random Lake,Wisconsin,1571,1106,Sheboygan,114061,$73015,22.41%,42,$372000,1738,$214,50,75.94%,$724,50.64%,N/A,N/A,3.82%,5.01%,68.46%,Sheboygan County,38.50%,54.40%,0.0%,0.0%,95.42%,2.48%,0.76%,Central Standard Time,80,28,52,36.02,109,50.5,8.1,85,816,3.4,1.42,WI-66200,43.5541456,-87.9548124,53%,66%,44%,63%,61%,34.2,37,58,60,12,11.75,5.39,34.27%,37.36%,31.67%,27
Rhine,Wisconsin,2039,61,Sheboygan,114061,$59609,30.86%,N/A,N/A,N/A,N/A,40,72.00%,N/A,28.50%,N/A,N/A,N/A,2.80%,N/A,Sheboygan County,38.50%,54.40%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,27,55,35.34,120,50.5,8.1,87,756,3.4,33.43,WI-67150,43.8487656,-87.9804572,55%,67%,48%,63%,59%,31.6,35,57,61,12,11.75,5.48,33.01%,35.71%,29.78%,27
Russell (Sheboygan Cnty),Wisconsin,389,17,Sheboygan,114061,$54327,N/A,N/A,N/A,N/A,N/A,76,74.70%,N/A,34.20%,N/A,N/A,N/A,2.80%,N/A,Sheboygan County,38.50%,54.40%,N/A,N/A,N/A,1.00%,N/A,Central Standard Time,82,27,55,36.36,119,50.5,8.1,88,1023,3.4,22.88,WI-70350,43.8626125,-88.1015387,55%,67%,48%,63%,59%,31.6,35,57,61,12,12.44,5.64,33.01%,35.71%,29.78%,27
Scott (Sheboygan Cnty),Wisconsin,1740,48,Sheboygan,114061,$64167,N/A,N/A,N/A,N/A,N/A,50,86.70%,N/A,35.40%,N/A,N/A,N/A,2.80%,N/A,Sheboygan County,38.50%,54.40%,N/A,N/A,N/A,1.40%,N/A,Central Standard Time,81,27,54,36.02,114,50.5,8.1,87,816,3.4,36.25,WI-72350,43.5864652,-88.1002998,53%,66%,44%,63%,61%,34.2,37,58,61,13,11.75,5.39,36.6%,37.8%,33.22%,27
Sheboygan,Wisconsin,48560,3105,Sheboygan,114061,$43107,20.91%,N/A,$175000,1232,$142,61,55.30%,N/A,51.10%,358,1630,7.4%,3.10%,N/A,Sheboygan County,38.50%,54.40%,11.75%,3.00%,N/A,10.00%,9.7%,Central Standard Time,81,28,53,35.98,114,50.5,8.1,69,621,3.4,15.64,WI-73000,43.7802309,-87.7668591,53%,66%,44%,63%,61%,34.2,37,58,59,13,11.69,5.96,33.95%,38.35%,25.89%,27
Sheboygan Falls,Wisconsin,7850,1456,Sheboygan,114061,$52575,24.74%,N/A,$187000,1326,$141,39,62.50%,N/A,44.10%,37,742,1.2%,2.80%,N/A,Sheboygan County,38.50%,54.40%,1.86%,N/A,N/A,5.30%,4.1%,Central Standard Time,81,28,53,31.15,115,50.5,8.1,80,681,3.4,5.39,WI-73050,43.7662925,-87.8656209,53%,66%,44%,63%,61%,34.2,37,58,59,13,10.44,3.76,33.95%,38.35%,25.89%,27
Sheboygan Falls town,Wisconsin,1605,298,Sheboygan,114061,$62011,N/A,N/A,$187000,1326,$141,52,86.20%,N/A,31.50%,37,742,N/A,2.80%,N/A,Sheboygan County,38.50%,54.40%,N/A,N/A,N/A,5.40%,N/A,Central Standard Time,81,28,53,31.15,116,50.5,8.1,84,681,3.4,5.39,WI-73050,43.7662925,-87.8656209,53%,66%,44%,63%,61%,34.2,37,58,59,13,10.44,3.76,33.95%,38.35%,25.89%,27
Sheboygan town,Wisconsin,7287,466,Sheboygan,114061,$60919,N/A,N/A,$175000,1232,$142,23,70.20%,N/A,35.90%,358,1630,N/A,2.80%,N/A,Sheboygan County,38.50%,54.40%,N/A,N/A,N/A,6.40%,N/A,Central Standard Time,81,28,53,35.98,114,50.5,8.1,79,621,3.4,15.64,WI-73000,43.7802309,-87.7668591,53%,66%,44%,63%,61%,34.2,37,58,59,13,11.69,5.96,33.95%,38.35%,25.89%,27
Sherman (Sheboygan Cnty),Wisconsin,1356,40,Sheboygan,114061,$72824,N/A,N/A,N/A,N/A,N/A,53,79.80%,N/A,28.60%,N/A,N/A,N/A,2.80%,N/A,Sheboygan County,38.50%,54.40%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,81,27,54,36.02,111,50.5,8.1,85,816,3.4,33.9,WI-73425,43.5878981,-87.982594,53%,66%,44%,63%,61%,34.2,37,58,61,13,11.75,5.39,34.27%,37.36%,31.67%,27
Waldo,Wisconsin,509,525,Sheboygan,114061,$61250,17.65%,36,$303000,1312,$231,61,88.61%,$769,44.36%,N/A,N/A,6.68%,3.93%,72.16%,Sheboygan County,38.50%,54.40%,0.39%,0.0%,95.68%,0.39%,0.59%,Central Standard Time,81,27,54,36.83,117,50.5,8.1,85,699,3.4,0.97,WI-83100,43.6766237,-87.9477085,53%,66%,44%,63%,61%,34.2,37,58,61,13,11.58,6.61,34.27%,37.36%,31.67%,27
Wilson (Sheboygan Cnty),Wisconsin,3341,1954,Sheboygan,114061,$81000,N/A,N/A,$180000,1667,$108,42,91.60%,N/A,29.50%,N/A,N/A,N/A,2.80%,N/A,Sheboygan County,38.50%,54.40%,N/A,N/A,N/A,5.50%,N/A,Central Standard Time,78,28,50,35.45,114,50.5,8.1,82,621,3.4,1.71,WI-87500,43.6730059,-87.7606104,53%,66%,44%,63%,61%,34.2,37,58,61,13,11.83,5.53,31.97%,33.85%,29.0%,27
