City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
Mount Washington,14855,8,0,3,1,4,102,12,76,14,0
Muldraugh,1000,2,0,0,2,0,24,7,11,6,0
Munfordville,1663,1,0,0,1,0,14,6,5,3,0
Murray,19545,20,3,4,4,9,378,65,299,14,0
New Haven,894,0,0,0,0,0,0,0,0,0,0
Newport,14965,37,1,9,15,12,547,83,422,42,2
Nicholasville,31188,47,0,11,16,20,758,122,601,35,4
Northfield,1060,0,0,0,0,0,7,0,7,0,0
Oak Grove,7359,24,0,5,2,17,312,40,246,26,0
Olive Hill,1560,1,0,0,0,1,41,9,28,4,1
Owensboro,60107,135,6,30,33,66,2432,358,1874,200,6
Owenton,1546,0,0,0,0,0,2,0,2,0,0
Owingsville,1566,1,0,0,0,1,10,2,7,1,0
Paducah,24832,71,0,16,23,32,1305,110,1135,60,8
Paintsville,4013,4,0,1,0,3,31,4,18,9,1
Paris,9879,16,0,3,4,9,204,26,167,11,0
Park Hills,2980,2,0,1,1,0,23,8,10,5,0
Pembroke,893,1,0,0,0,1,4,1,3,0,0
Perryville,754,0,0,0,0,0,0,0,0,0,0
Pewee Valley,1576,0,0,0,0,0,2,0,2,0,0
Pikeville,6592,18,0,8,3,7,366,59,295,12,2
Pineville,1763,2,0,0,1,1,27,8,15,4,0
Pioneer Village,2945,0,0,0,0,0,21,6,10,5,0
Pippa Passes,677,0,0,0,0,0,0,0,0,0,0
Prestonsburg,3550,6,0,1,0,5,32,4,21,7,0
Princeton,6105,9,0,2,1,6,165,26,128,11,0
Prospect,4954,1,0,0,0,1,45,6,38,1,0
Providence,3021,0,0,0,0,0,14,3,10,1,0
Raceland,2337,2,0,2,0,0,15,6,8,1,1
Radcliff,22998,58,2,15,12,29,789,186,552,51,6
Ravenna,562,0,0,0,0,0,4,1,3,0,0
Richmond,36458,75,0,22,14,39,804,129,609,66,2
Russell,3221,5,0,3,1,1,42,5,35,2,0
Russell Springs,2632,8,0,1,1,6,91,19,62,10,1
Russellville,7068,15,0,6,2,7,224,39,175,10,0
Sadieville,364,0,0,0,0,0,0,0,0,0,0
Salyersville,1712,5,0,0,1,4,7,0,4,3,0
Science Hill,697,0,0,0,0,0,3,1,1,1,0
Scottsville,4520,8,1,0,1,6,151,28,107,16,2
Sebree,1549,0,0,0,0,0,1,0,0,1,0
Shelbyville,16531,21,0,6,11,4,294,56,218,20,0
Shepherdsville,12515,22,0,5,6,11,317,78,184,55,0
Shively,15845,54,5,9,21,19,531,65,344,122,1
Simpsonville,2945,6,0,1,1,4,80,3,74,3,0
Smiths Grove,803,0,0,0,0,0,2,0,2,0,0
Somerset,11519,35,1,6,5,23,258,60,166,32,3
Southgate,3962,4,0,3,0,1,32,4,23,5,0
South Shore,1055,0,0,0,0,0,1,0,0,1,0
Springfield,2965,6,0,1,2,3,31,10,18,3,1
Stamping Ground,802,0,0,0,0,0,3,0,2,1,0
Stanford,3679,2,0,0,0,2,23,4,11,8,1
Stanton,2651,2,0,0,0,2,72,30,38,4,2
St. Matthews,18275,22,0,3,15,4,974,71,823,80,0
Sturgis,1794,1,0,0,1,0,10,2,7,1,0
Taylor Mill,6810,2,0,0,0,2,42,5,34,3,0
Taylorsville,1286,0,0,0,0,0,11,2,9,0,0
Tompkinsville,2279,5,0,0,0,5,4,1,2,1,0
Trenton,375,0,0,0,0,0,0,0,0,0,0
Uniontown,930,0,0,0,0,0,18,5,11,2,2
Vanceburg,1387,1,0,0,0,1,10,2,8,0,0
Versailles,26625,23,0,10,4,9,328,61,245,22,1
Villa Hills,7465,6,0,1,2,3,83,22,55,6,1
Vine Grove,6468,3,0,0,1,2,49,14,29,6,0
Warsaw,1699,0,0,0,0,0,11,2,8,1,0
Wayland,377,0,0,0,0,0,0,0,0,0,0
West Buechel,1285,6,0,0,4,2,50,6,31,13,0
West Liberty,3563,2,0,1,0,1,3,1,2,0,0
West Point,870,0,0,0,0,0,7,1,4,2,0
Wheelwright,464,0,0,0,0,0,0,0,0,0,0
Whitesburg,1845,1,0,0,0,1,3,2,0,1,0
Wilder,3074,0,0,0,0,0,37,2,31,4,0
Williamsburg,5298,10,1,3,1,5,54,13,38,3,1
Williamstown,3946,0,0,0,0,0,25,4,17,4,0
Wilmore,6489,0,0,0,0,0,76,3,65,8,0
Winchester,18605,44,0,6,13,25,823,119,621,83,1
Woodburn,381,0,0,0,0,0,8,4,4,0,0
Worthington,1505,1,0,0,0,1,0,0,0,0,0
