City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
Brookfield Township,6281,6,0,0,0,6,102,4,93,5,0
Brooklyn,1474,1,0,0,0,1,4,0,3,1,0
Brown Deer,11869,40,0,4,14,22,451,25,400,26,1
Brownsville,573,0,0,0,0,0,2,0,2,0,0
Burlington,11057,6,0,0,0,6,87,5,78,4,0
Butler,1807,2,0,0,1,1,65,2,55,8,1
Caledonia,25123,21,0,1,0,20,127,22,95,10,0
Campbellsport,1969,0,0,0,0,0,13,0,13,0,0
Campbell Township,4337,1,0,0,0,1,44,6,34,4,0
Cascade,692,0,0,0,0,0,2,0,2,0,0
Cashton,1111,2,0,0,0,2,2,0,2,0,0
Cedarburg,11548,2,0,1,0,1,89,6,82,1,0
Chenequa,604,0,0,0,0,0,1,0,1,0,0
Chetek2,2097,6,0,0,0,6,12,0,10,2,0
Chilton,3774,2,0,1,0,1,32,4,27,1,0
Chippewa Falls,14237,50,0,8,2,40,180,25,133,22,1
Cleveland,1450,0,0,0,0,0,2,0,2,0,0
Clinton,2154,6,0,0,2,4,12,1,11,0,0
Colby-Abbotsford,4152,2,0,0,0,2,25,2,22,1,0
Colfax,1154,2,0,0,0,2,6,0,5,1,0
Columbus,5090,10,0,4,0,6,53,6,44,3,0
Cornell2,1396,0,0,0,0,0,23,2,21,0,0
Cottage Grove,7203,3,0,0,0,3,22,0,21,1,0
Crandon,1826,3,0,0,0,3,21,2,17,2,0
Cross Plains,4346,4,0,1,0,3,23,3,17,3,0
Cuba City,2034,0,0,0,0,0,0,0,0,0,0
Cudahy2,18164,29,0,2,5,22,205,42,137,26,3
Cumberland,2099,0,0,0,0,0,0,0,0,0,0
Darlington2,2324,4,0,2,0,2,18,0,18,0,0
Deforest,10766,10,0,1,1,8,97,6,85,6,1
Delafield,7610,4,0,2,1,1,108,4,101,3,0
Delavan,9889,17,2,2,0,13,212,4,206,2,1
Delavan Town,5339,8,1,2,0,5,22,1,20,1,0
De Pere,25163,20,1,2,0,17,217,19,194,4,6
Dodgeville,4713,6,0,3,1,2,114,13,98,3,0
Durand,1810,2,0,2,0,0,6,2,4,0,0
Eagle River,1548,2,0,1,0,1,47,0,41,6,0
Eagle Village,2112,1,0,1,0,0,12,2,10,0,0
East Troy,4327,7,0,0,0,7,25,1,24,0,0
Eau Claire,69195,191,0,58,22,111,1634,252,1317,65,2
Edgar,1439,1,0,0,0,1,7,1,6,0,0
Edgerton,5646,1,0,0,0,1,56,1,53,2,0
Elkhart Lake2,1018,0,0,0,0,0,8,0,6,2,0
Elkhorn2,9989,12,0,5,4,3,95,10,79,6,0
Elk Mound,878,3,0,0,0,3,21,1,20,0,0
Ellsworth,3306,5,0,1,2,2,21,3,18,0,0
Elm Grove,6195,4,0,0,0,4,48,3,45,0,0
Endeavor,461,0,0,0,0,0,1,0,1,0,0
Everest Metropolitan2,17340,76,0,10,3,63,201,40,151,10,4
Fall Creek,1308,1,0,0,0,1,9,1,8,0,0
Fall River,1715,1,0,0,0,1,0,0,0,0,0
Fennimore,2465,6,0,6,0,0,11,0,8,3,0
Fitchburg,30854,93,1,13,23,56,529,89,378,62,1
Fond du Lac,42954,134,0,28,14,92,797,59,697,41,3
Fontana2,1729,2,0,1,0,1,5,1,4,0,0
Fort Atkinson,12519,26,0,7,3,16,178,21,151,6,1
Fox Crossing2,18992,25,0,6,2,17,159,22,130,7,0
Fox Lake,1445,0,0,0,0,0,2,2,0,0,0
Fox Point,6599,3,0,0,3,0,61,4,51,6,0
Fox Valley Metro,22190,25,0,9,0,16,87,5,75,7,0
Franklin,35875,25,2,4,3,16,576,24,529,23,0
Fulton,3410,0,0,0,0,0,4,1,2,1,0
Galesville,1571,0,0,0,0,0,9,2,7,0,0
Geneva Town,5045,2,0,0,0,2,19,2,17,0,0
Genoa City,2992,0,0,0,0,0,10,0,9,1,0
Germantown,19983,16,0,3,1,12,450,11,434,5,0
Gillett,1295,0,0,0,0,0,14,1,12,1,0
Gilman,393,0,0,0,0,0,9,0,9,0,0
Glendale,12792,33,1,2,10,20,661,22,597,42,1
Grafton,11798,8,1,0,3,4,141,5,134,2,0
Grand Chute,23450,69,0,13,3,53,734,29,674,31,2
Grand Rapids,7405,3,0,2,0,1,22,7,14,1,0
Grantsburg,1283,6,0,0,0,6,9,0,8,1,0
Green Bay,104992,529,3,78,49,399,1724,245,1355,124,10
Greendale,14057,13,0,4,0,9,160,9,149,2,0
Greenfield,37387,64,1,3,18,42,946,62,842,42,3
Green Lake,961,1,0,0,0,1,3,1,2,0,0
Hales Corners,7578,6,0,2,0,4,94,11,81,2,0
Hammond,1885,0,0,0,0,0,8,0,6,2,0
Hancock,401,0,0,0,0,0,0,0,0,0,0
Hartford,15460,10,0,5,1,4,219,11,203,5,0
Hartford Township,3570,0,0,0,0,0,0,0,0,0,0
Hartland,9366,9,0,3,0,6,46,6,39,1,0
Hayward,2296,8,2,1,0,5,49,5,42,2,0
Hazel Green,1225,0,0,0,0,0,14,5,9,0,0
Highland,833,1,0,0,1,0,5,1,3,1,0
Hillsboro,1398,4,0,2,0,2,8,0,8,0,0
Hobart-Lawrence,15460,8,0,2,0,6,44,8,35,1,0
Holmen,10217,9,0,0,0,9,100,19,78,3,0
Horicon,3587,2,0,0,0,2,57,0,52,5,0
Hortonville2,2805,1,0,0,0,1,29,1,27,1,0
Hudson,14074,19,0,2,1,16,381,29,331,21,0
Hurley,1426,0,0,0,0,0,7,0,6,1,0
Independence,1295,1,0,0,0,1,3,0,3,0,0
Iron Ridge,891,0,0,0,0,0,0,0,0,0,0
Iron River,1135,1,0,1,0,0,12,2,8,2,0
Jackson,7218,9,0,2,0,7,95,5,89,1,0
Janesville,64687,148,1,38,28,81,1577,137,1397,43,6
Jefferson,8042,9,0,4,0,5,129,9,104,16,1
Juneau,2639,4,0,0,0,4,15,1,14,0,0
Kaukauna,16341,14,0,5,1,8,110,13,88,9,0
Kenosha,100255,311,5,58,53,195,1582,188,1222,172,7
Kewaskum,4244,2,0,1,0,1,27,1,26,0,0
Kewaunee,2836,5,0,1,1,3,17,0,17,0,0
Kiel,3808,11,2,0,0,9,24,0,23,1,0
Kohler2,2063,0,0,0,0,0,35,0,35,0,0
Kronenwetter2,8095,7,0,5,0,2,40,10,29,1,0
La Crosse,51591,122,2,27,26,67,1850,226,1561,63,1
Ladysmith,3111,3,0,1,0,2,25,3,22,0,1
La Farge,760,0,0,0,0,0,6,3,3,0,0
Lake Delton,3005,24,0,4,3,17,458,23,417,18,0
Lake Geneva2,8001,9,0,4,1,4,147,14,130,3,0
Lake Hallie2,6724,12,1,2,2,7,159,3,148,8,0
Lake Mills,5949,10,0,2,1,7,15,0,9,6,0
Lancaster,3716,8,0,3,0,5,30,1,26,3,0
Lena,538,0,0,0,0,0,5,0,5,0,0
Linden,531,0,0,0,0,0,0,0,0,0,0
Linn Township2,2406,0,0,0,0,0,11,4,7,0,0
Lodi,3070,2,0,0,0,2,24,4,16,4,0
Lomira,2469,2,0,2,0,0,7,0,7,0,0
Luxemburg,2557,3,0,2,1,0,11,0,9,2,0
Madison,261270,940,4,107,217,612,6464,1046,4873,545,9
Manawa,1286,10,0,5,0,5,11,1,10,0,0
Manitowoc,32497,73,0,6,4,63,631,47,566,18,1
Maple Bluff,1319,0,0,0,0,0,10,3,5,2,0
Marathon City,1500,2,0,1,0,1,7,0,7,0,0
Marinette,10569,11,0,3,1,7,184,20,158,6,1
Marion,1183,0,0,0,0,0,3,1,2,0,0
Markesan,1395,2,0,1,0,1,16,1,15,0,0
Marshall Village,3967,6,0,2,0,4,33,8,22,3,0
Marshfield,18216,29,0,15,1,13,312,32,268,12,1
Mauston2,4364,14,1,6,1,6,126,70,53,3,0
Mayville,4859,8,1,1,0,6,53,1,48,4,0
McFarland,8961,5,0,0,0,5,52,7,43,2,0
Medford,4313,14,0,0,0,14,81,8,66,7,0
Menasha2,17809,48,0,12,1,35,238,27,201,10,2
Menomonee Falls,37936,28,0,2,6,20,331,33,287,11,0
Menomonie,16573,36,0,7,1,28,280,20,241,19,2
Mequon,24548,14,0,3,1,10,176,22,147,7,0
Merrill,9017,14,0,3,0,11,169,9,156,4,0
Middleton,20072,12,0,2,5,5,268,43,202,23,0
Milton,5621,8,0,0,2,6,69,12,53,4,0
Milton Town,3152,0,0,0,0,0,5,1,4,0,0
Milwaukee,590923,7874,97,427,1911,5439,15097,3594,8053,3450,198
Mineral Point,2477,3,0,0,0,3,28,4,21,3,0
Minocqua,4409,9,0,4,0,5,41,1,39,1,0
Mishicot,1382,0,0,0,0,0,4,1,3,0,0
Monona,8106,9,0,1,4,4,624,11,594,19,0
Monroe2,10537,7,0,5,0,2,123,11,110,2,0
Montello,1461,1,0,0,0,1,8,0,8,0,0
Mosinee,4072,4,0,2,0,2,39,3,32,4,0
Mount Horeb,7481,7,0,3,1,3,23,1,21,1,0
Mount Pleasant,27070,40,0,7,6,27,536,46,465,25,1
Mukwonago,8144,3,1,1,0,1,89,2,86,1,0
Mukwonago Town,8167,5,0,0,0,5,5,1,4,0,0
Muscoda,1252,5,0,1,0,4,20,2,16,2,0
Muskego,25224,5,0,1,0,4,85,3,78,4,0
Neenah2,26133,45,1,10,0,34,330,28,288,14,1
Neillsville,2388,1,0,0,0,1,27,3,24,0,0
Nekoosa,2432,0,0,0,0,0,58,4,52,2,0
Neshkoro,426,0,0,0,0,0,2,1,1,0,0
New Berlin,39752,20,1,6,3,10,452,32,407,13,0
New Glarus,2187,2,0,0,0,2,30,1,29,0,0
New Holstein,3056,1,0,0,0,1,8,1,7,0,0
New London,7118,7,0,1,1,5,121,8,106,7,0
New Richmond,9268,22,0,7,1,14,115,14,101,0,1
Niagara,1545,3,0,3,0,0,7,0,6,1,0
North Fond du Lac,5098,7,0,2,0,5,29,3,25,1,1
North Hudson,3813,2,0,0,0,2,9,0,8,1,0
North Prairie,2249,2,0,0,0,2,7,0,7,0,0
Norwalk,632,0,0,0,0,0,0,0,0,0,0
Oak Creek,36679,40,0,11,5,24,722,73,615,34,1
Oconomowoc,16980,13,0,6,1,6,125,7,115,3,0
Oconomowoc Lake,604,0,0,0,0,0,4,0,4,0,0
Oconomowoc Town,8741,3,0,2,0,1,17,1,16,0,0
Oconto,4517,14,0,1,0,13,72,5,65,2,0
Oconto Falls,2793,4,0,2,0,2,43,2,39,2,2
Omro2,3587,5,0,1,0,4,15,2,13,0,0
Onalaska,18825,10,0,2,2,6,522,24,491,7,0
Oregon,10677,8,0,2,3,3,53,14,38,1,0
Osceola,2511,21,0,1,0,20,15,0,15,0,0
Oshkosh2,66797,190,0,50,16,124,1067,213,794,60,3
Osseo,1672,0,0,0,0,0,30,1,25,4,0
Oxford,603,1,0,0,0,1,11,1,9,1,0
Palmyra,1767,1,0,0,0,1,10,0,10,0,0
Park Falls,2212,6,0,0,1,5,6,0,6,0,0
Pepin,758,4,0,0,0,4,17,1,16,0,0
Peshtigo,3333,4,0,2,0,2,28,2,25,1,0
Pewaukee Village,8190,6,0,5,0,1,87,11,75,1,1
Phillips,1339,1,0,0,0,1,13,2,11,0,0
Pittsville,829,1,0,0,0,1,40,0,40,0,0
Plainfield,824,0,0,0,0,0,0,0,0,0,0
Platteville,12115,19,0,4,1,14,230,16,201,13,0
Pleasant Prairie,21074,13,1,3,2,7,419,15,384,20,0
Plover,13164,20,0,4,1,15,198,14,181,3,0
Plymouth,8765,5,0,5,0,0,114,5,106,3,0
Portage,10452,17,0,2,2,13,164,7,143,14,1
Port Edwards,1772,0,0,0,0,0,5,1,3,1,0
Port Washington,11908,29,0,2,0,27,88,4,80,4,0
Poynette,2499,4,0,2,0,2,4,0,4,0,0
Prairie du Chien,5636,4,0,3,0,1,82,4,77,1,0
Prescott,4278,7,0,0,2,5,41,11,24,6,0
Princeton,1167,3,0,0,0,3,18,1,15,2,0
Pulaski,3598,8,0,0,0,8,16,0,15,1,0
Racine,77269,291,4,45,53,189,990,212,682,96,4
Readstown,418,0,0,0,0,0,0,0,0,0,0
Reedsburg,9554,5,0,3,0,2,159,6,147,6,0
Rhinelander,7615,13,0,0,0,13,133,5,126,2,1
Rib Lake,867,0,0,0,0,0,3,0,3,0,0
Rice Lake,8369,21,0,12,0,9,284,12,269,3,0
Richland Center,4923,11,0,4,0,7,55,6,44,5,0
Rio,1033,0,0,0,0,0,0,0,0,0,0
Ripon,7820,15,0,11,0,4,68,11,55,2,0
Ripon Town,1374,0,0,0,0,0,0,0,0,0,0
River Falls,16069,13,0,5,2,6,188,25,157,6,0
River Hills,1579,1,0,0,0,1,8,2,6,0,0
Rome Town,2727,4,0,4,0,0,24,6,17,1,0
Rosendale,1029,0,0,0,0,0,0,0,0,0,0
Rothschild2,5266,7,0,3,0,4,51,6,41,4,0
Sauk Prairie,4633,4,0,2,0,2,45,5,34,6,1
Saukville,4428,1,0,1,0,0,58,2,53,3,0
Seymour,3474,12,2,5,0,5,36,1,35,0,0
Sharon,1559,2,0,0,0,2,0,0,0,0,0
Sheboygan,48035,172,0,48,10,114,783,88,676,19,3
Sheboygan Falls,7947,3,0,2,0,1,59,10,45,4,0
Shiocton,919,0,0,0,0,0,0,0,0,0,0
Shorewood2,13217,20,0,1,6,13,210,24,176,10,0
Shorewood Hills,2079,1,0,0,0,1,40,5,33,2,0
Shullsburg,1189,0,0,0,0,0,22,2,19,1,0
Siren,770,0,0,0,0,0,15,0,14,1,0
Slinger,5527,5,0,0,0,5,65,4,60,1,0
South Milwaukee,20731,29,1,7,0,21,347,22,308,17,0
Sparta,9823,15,0,7,1,7,87,5,79,3,0
Spencer,1883,5,0,5,0,0,9,4,5,0,0
Spooner,2598,13,1,3,1,8,42,3,39,0,0
Spring Green,1644,0,0,0,0,0,3,0,3,0,0
Spring Valley,1352,0,0,0,0,0,4,0,4,0,0
Stanley2,3710,5,0,4,0,1,30,2,27,1,0
St. Croix Falls,2032,13,0,1,0,12,101,4,88,9,0
Stevens Point,26095,55,1,8,1,45,260,26,229,5,2
St. Francis,9526,14,0,3,4,7,118,26,83,9,0
Stoughton,13110,30,0,0,8,22,190,30,156,4,0
Strum,1088,0,0,0,0,0,7,1,5,1,0
Sturgeon Bay,8937,4,0,0,0,4,93,4,89,0,1
Sturtevant2,6645,5,0,0,1,4,32,2,26,4,0
Summit,4944,13,0,6,0,7,32,4,28,0,0
Sun Prairie,34562,33,0,1,11,21,498,35,412,51,1
Superior,25967,72,0,14,4,54,1101,122,918,61,0
Theresa,1204,0,0,0,0,0,21,0,20,1,0
Thiensville,3139,0,0,0,0,0,23,1,21,1,0
Thorp,1618,0,0,0,0,0,0,0,0,0,0
Three Lakes,2101,1,0,0,0,1,12,4,8,0,0
Tomah,9406,26,1,5,1,19,191,15,171,5,0
Tomahawk,3130,3,0,2,0,1,49,14,32,3,0
Town of East Troy,4064,4,0,0,0,4,9,3,6,0,0
Town of Madison,6934,16,0,4,5,7,143,18,101,24,0
Trempealeau,1652,1,0,0,0,1,6,2,4,0,0
Twin Lakes,6157,17,0,0,0,17,39,10,28,1,0
Two Rivers,11027,28,0,2,0,26,117,5,109,3,0
Verona,13510,18,0,5,1,12,189,35,145,9,0
Viroqua,4412,3,0,1,0,2,57,2,52,3,0
Walworth,2837,2,0,0,1,1,16,1,14,1,0
Washburn,2039,10,0,0,0,10,10,1,9,0,0
Waterford Town,6505,0,0,0,0,0,24,4,18,2,0
Waterloo,3350,1,0,1,0,0,32,2,29,1,0
Watertown,23596,47,0,14,2,31,241,31,201,9,0
Waukesha,72718,67,1,25,8,33,690,77,575,38,5
Waunakee,14163,15,0,4,1,10,134,20,106,8,0
Waupaca,5874,8,0,4,0,4,124,9,108,7,0
Waupun,11315,3,1,1,0,1,62,9,51,2,2
Wausau2,38507,156,1,42,5,108,521,81,396,44,3
Wautoma,2118,1,0,0,1,0,94,2,91,1,0
Wauwatosa,48562,57,0,7,28,22,1331,88,1178,65,1
Webster,616,0,0,0,0,0,22,9,13,0,0
West Allis,59302,211,2,30,69,110,1686,262,1282,142,9
West Bend,31638,67,0,10,3,54,512,24,473,15,1
Westby,2238,5,0,0,0,5,36,4,31,1,1
Westfield,1254,0,0,0,0,0,13,0,13,0,0
West Milwaukee2,4107,30,1,0,11,18,1467,31,1411,25,0
West Salem,5087,5,0,0,0,5,38,3,31,4,0
Whitefish Bay,13816,3,0,1,1,1,145,6,130,9,0
Whitehall,1569,0,0,0,0,0,17,2,14,1,0
Whitewater2,14997,31,0,13,0,18,159,11,139,9,0
Wild Rose,691,0,0,0,0,0,1,0,1,0,0
Williams Bay,2638,1,0,0,0,1,10,0,10,0,0
Wind Point,1702,1,0,0,1,0,2,0,2,0,0
Winneconne2,2506,2,0,0,0,2,19,1,17,1,0
Wisconsin Rapids,17613,28,0,23,1,4,549,36,501,12,0
Woodruff,1962,5,0,0,0,5,8,0,7,1,0
