City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
Roanoke,99752,386,13,41,106,226,4402,519,3585,298,25
Rocky Mount,4744,20,2,9,3,6,268,10,248,10,1
Rural Retreat,1453,0,0,0,0,0,7,2,5,0,0
Salem,25590,23,1,3,5,14,559,46,473,40,1
Saltville,1910,3,0,0,0,3,16,0,14,2,0
Shenandoah,2335,0,0,0,0,0,35,5,27,3,0
Smithfield,8485,17,1,0,2,14,150,7,128,15,0
South Boston,7601,28,2,3,4,19,339,52,281,6,0
South Hill,4335,8,0,0,7,1,135,15,114,6,0
Stanley,1670,1,0,0,0,1,8,0,8,0,0
Staunton,24931,51,0,18,5,28,473,35,419,19,5
Stephens City,2069,1,0,0,0,1,35,6,28,1,0
St. Paul,862,1,0,0,0,1,19,2,16,1,1
Strasburg,6686,12,0,2,0,10,66,9,53,4,0
Suffolk,91486,270,6,29,67,168,2266,196,1925,145,5
Tappahannock,2391,19,0,1,0,18,71,3,66,2,0
Tazewell,4140,9,1,3,0,5,58,10,44,4,0
Timberville,2697,4,0,1,0,3,17,1,16,0,0
Victoria,1603,3,0,0,0,3,6,1,5,0,1
Vienna,16660,20,0,1,5,14,163,2,154,7,0
Vinton,8110,27,0,1,2,24,194,18,168,8,0
Virginia Beach,449038,581,30,79,196,276,7906,530,6797,579,34
Warrenton,9977,14,0,9,0,5,109,9,95,5,0
Warsaw,1488,0,0,0,0,0,10,2,8,0,0
Waverly,1949,4,0,1,2,1,28,4,20,4,0
Waynesboro,22711,57,2,12,3,40,475,38,397,40,4
Weber City,1204,1,0,0,1,0,13,0,13,0,0
West Point,3254,3,0,1,0,2,27,9,18,0,0
White Stone,334,0,0,0,0,0,0,0,0,0,0
Williamsburg,14965,22,0,3,5,14,197,13,179,5,0
Winchester,28201,80,1,39,6,34,657,76,559,22,5
Windsor,2763,4,0,1,0,3,23,2,17,4,0
Wise,2926,3,0,1,0,2,58,6,47,5,0
Woodstock,5267,10,0,4,0,6,125,3,121,1,0
Wytheville,7909,5,0,4,1,0,196,22,168,6,1
