City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
Tukwila,20439,158,1,26,74,57,3350,189,2681,480,2
Tumwater,24167,73,0,14,18,41,648,99,483,66,1
Twisp,964,0,0,0,0,0,11,4,5,2,0
Union Gap,6162,15,1,1,8,5,580,46,493,41,0
University Place,34085,88,0,18,18,52,541,103,397,41,0
Vancouver,185034,889,3,206,185,495,5998,888,4302,808,36
Walla Walla,33047,114,2,29,16,67,1052,161,814,77,5
Washougal,16305,24,1,9,4,10,235,34,183,18,1
Wenatchee,34513,62,1,16,10,35,638,66,532,40,1
Westport,2080,7,0,0,0,7,64,8,55,1,0
West Richland,15343,15,0,5,1,9,103,23,76,4,2
White Salmon,2655,0,0,0,0,0,19,3,10,6,0
Winlock,1392,1,0,0,0,1,13,1,11,1,0
Winthrop,457,3,0,0,0,3,5,0,5,0,0
Woodinville,13068,10,0,1,4,5,270,23,225,22,2
Woodland,6469,11,0,7,0,4,205,42,146,17,1
Yakima,94168,420,9,44,91,276,2723,439,1866,418,15
Yarrow Point,1166,0,0,0,0,0,8,2,6,0,0
Yelm,9741,32,0,2,5,25,392,36,327,29,3
