City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape2,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
Elizabethtown,3447,17,0,2,0,15,225,47,168,10,0
Elon,12214,8,0,1,3,4,82,34,44,4,0
Enfield,2288,23,0,0,6,17,65,21,37,7,3
Erwin,5148,10,0,2,3,5,109,40,66,3,1
Fair Bluff,882,1,0,1,0,0,14,2,12,0,0
Fairmont,2601,14,0,4,2,8,125,31,88,6,1
Farmville,4679,27,0,4,4,19,183,38,140,5,0
Fayetteville,209614,1835,24,117,281,1413,7391,1365,5641,385,59
Forest City,7116,34,1,3,8,22,585,207,357,21,1
Four Oaks,2224,7,0,0,1,6,35,1,32,2,0
Fuquay-Varina,30977,26,0,3,10,13,295,48,234,13,0
Garner,31137,79,2,7,27,43,1076,110,912,54,3
Gibsonville,7356,17,0,5,2,10,136,84,46,6,2
Goldsboro,34085,267,2,7,50,208,1985,380,1506,99,3
Granite Falls,4629,4,0,0,2,2,332,124,191,17,1
Greensboro,298025,2440,43,113,621,1663,10994,2215,7792,987,90
Greenville,94193,437,5,17,94,321,2837,415,2308,114,11
Havelock,20128,52,0,11,6,35,536,146,376,14,5
Haw River,2525,5,0,0,1,4,46,12,29,5,1
Henderson,14883,242,8,9,30,195,828,211,576,41,10
Hendersonville,14234,61,2,9,17,33,680,124,515,41,2
Hertford,2109,13,0,1,5,7,75,25,47,3,2
Hickory,41040,165,4,16,39,106,1793,235,1410,148,6
Highlands,974,4,0,2,0,2,69,23,43,3,1
High Point,113307,828,19,44,133,632,3726,621,2705,400,18
Hillsborough,7321,38,0,1,11,26,392,30,350,12,0
Holly Ridge,2829,9,0,1,4,4,86,50,31,5,0
Holly Springs,38577,25,1,7,1,16,256,22,225,9,1
Hope Mills,15878,111,1,5,22,83,773,94,655,24,2
Hudson,3704,8,0,0,1,7,89,11,76,2,1
Huntersville,58512,79,1,4,23,51,948,114,769,65,0
Indian Beach,119,0,0,0,0,0,21,2,19,0,0
Kannapolis,50725,132,1,20,36,75,1154,182,872,100,2
Kenansville,855,2,0,1,1,0,9,3,6,0,0
Kernersville,24980,65,0,8,20,37,1141,113,989,39,3
Kill Devil Hills,7268,19,0,5,2,12,281,55,219,7,0
King,6878,9,2,0,2,5,222,14,207,1,1
Kings Mountain,10965,15,1,3,5,6,343,67,246,30,0
Kitty Hawk,3563,4,0,2,1,1,127,17,109,1,0
Knightdale,18351,42,0,10,9,23,326,23,285,18,1
Laurinburg,14928,160,3,5,27,125,762,386,328,48,28
Lenoir,17904,78,0,17,13,48,799,234,476,89,3
Lexington,18917,121,2,1,27,91,812,149,627,36,3
Long View,4921,5,0,2,0,3,88,20,55,13,0
Louisburg,3549,23,0,2,5,16,149,30,116,3,1
Lowell,3709,9,0,2,0,7,36,5,18,13,0
Maggie Valley,1230,14,0,1,0,13,103,50,45,8,0
Manteo,1453,5,0,0,1,4,34,4,28,2,0
Marion,7837,12,0,1,1,10,419,95,301,23,0
Marshville,2748,16,0,3,3,10,130,67,58,5,0
Matthews,33372,58,3,8,18,29,1112,111,959,42,0
Maysville,955,0,0,0,0,0,8,4,4,0,0
Mebane,16203,45,0,5,9,31,691,53,611,27,1
Middlesex,824,0,0,0,0,0,12,3,7,2,0
Mint Hill,27776,59,4,8,11,36,383,67,268,48,3
Mocksville,5322,14,0,5,4,5,109,16,90,3,4
Monroe,35630,332,2,37,70,223,1881,343,1407,131,9
Mooresville,38967,65,1,11,9,44,1050,81,913,56,8
Morehead City3,9721,28,0,1,2,25,,,380,14,1
Morganton,16524,82,1,13,4,64,613,182,402,29,1
Morrisville,28796,12,0,1,2,9,379,39,324,16,2
Mount Olive,4652,28,0,1,8,19,132,27,100,5,0
Murfreesboro,3072,5,0,1,4,0,74,28,43,3,0
Murphy,1657,15,0,2,1,12,119,43,68,8,0
Nags Head,2963,18,2,2,1,13,107,23,81,3,1
New Bern,30187,125,0,5,21,99,999,195,787,17,5
Newland,684,1,0,1,0,0,17,2,10,5,0
Newport,4666,7,0,3,0,4,51,10,38,3,0
Newton,13153,46,0,6,8,32,458,97,338,23,2
North Wilkesboro,4220,16,0,1,4,11,131,3,114,14,0
Oak Island,8244,15,0,3,1,11,135,28,99,8,0
Ocean Isle Beach,644,3,0,2,0,1,44,16,27,1,0
Oxford,8851,91,4,0,15,72,231,31,190,10,2
Pinehurst,16522,11,1,4,0,6,113,22,87,4,0
Pine Level,2016,8,0,2,1,5,25,5,19,1,1
Pineville,9088,68,1,4,21,42,1131,115,956,60,3
Pittsboro,4359,26,0,2,2,22,82,19,61,2,1
Plymouth,3400,37,1,4,4,28,139,57,68,14,2
Princeton,1402,0,0,0,0,0,16,4,11,1,0
Raeford,5001,17,2,3,4,8,107,23,78,6,0
Raleigh,477828,1222,5,164,322,731,8520,1200,6572,748,36
Red Springs,3341,52,1,2,6,43,197,57,128,12,3
Reidsville,13959,105,0,7,19,79,890,121,704,65,2
Roanoke Rapids,14354,128,4,8,32,84,706,166,518,22,1
Robersonville,1348,9,0,1,2,6,35,12,20,3,0
Rockingham,8687,39,1,6,13,19,431,146,269,16,3
Rockwell,2151,7,0,2,1,4,30,4,24,2,0
Rocky Mount,53827,424,16,20,103,285,1627,420,1098,109,9
Rowland,1002,8,1,2,2,3,45,13,29,3,1
Roxboro,8299,61,1,3,12,45,365,89,269,7,3
Rutherfordton,4047,0,0,0,0,0,145,1,142,2,0
Salisbury,33877,249,2,15,69,163,1413,220,1094,99,9
Selma,7018,55,1,3,9,42,204,36,138,30,0
Shallotte,4396,9,2,1,3,3,315,31,277,7,0
Siler City,8237,67,1,13,10,43,325,44,255,26,1
Smithfield,12882,71,2,5,15,49,461,56,387,18,1
Snow Hill,1513,5,0,1,0,4,58,24,34,0,0
Southern Pines,14524,46,1,3,11,31,366,57,295,14,2
Southern Shores,2940,1,0,1,0,0,19,7,11,1,0
Southport,3961,4,0,3,0,1,97,6,90,1,0
Spencer,3238,11,0,1,5,5,73,17,48,8,0
Stallings,16173,20,0,5,2,13,199,43,139,17,1
Sugar Mountain,197,0,0,0,0,0,8,3,5,0,0
Swansboro,3354,2,1,0,0,1,127,16,106,5,0
Sylva,2742,9,0,3,0,6,149,14,127,8,0
Troutman,2755,4,0,2,2,0,67,16,49,2,0
Troy,3326,19,0,0,3,16,98,30,63,5,0
Valdese,4435,15,0,0,0,15,67,12,44,11,0
Wadesboro,5228,99,0,6,16,77,336,77,247,12,4
Wake Forest,46145,24,1,3,4,16,393,33,344,16,0
Warrenton,837,4,0,0,1,3,40,11,28,1,0
Washington,9497,71,0,4,10,57,357,62,281,14,2
Waxhaw,17203,25,0,4,4,17,156,46,107,3,0
Waynesville,10146,62,4,3,2,53,685,143,508,34,4
Weaverville,4013,4,0,2,0,2,153,1,146,6,0
Wendell,8096,6,0,1,2,3,77,22,45,10,0
West Jefferson,1311,2,0,1,0,1,70,6,62,2,0
Whispering Pines,3385,0,0,0,0,0,31,3,28,0,0
Whiteville,5338,78,2,2,10,64,509,88,402,19,0
Wilkesboro,3491,15,0,4,2,9,229,12,204,13,2
Williamston,5217,66,1,6,3,56,348,80,260,8,2
Wilmington,124750,759,7,74,127,551,3593,771,2564,258,18
Wilson,49344,220,2,18,60,140,1545,364,1066,115,8
Windsor,3310,18,0,2,0,16,22,2,18,2,0
Winterville,9922,9,0,2,1,6,86,21,63,2,3
Wrightsville Beach,2550,30,0,7,2,21,96,15,77,4,1
Youngsville,1365,2,0,0,0,2,36,3,32,1,0
Zebulon,5814,24,0,1,6,17,234,24,199,11,1
