City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
Milbridge,1255,1,0,0,0,1,4,1,2,1,0
Millinocket,4241,1,0,0,0,1,81,14,63,4,0
Milo,2270,1,0,0,0,1,24,1,21,2,0
Monmouth,4131,1,0,0,0,1,16,4,11,1,0
Newport,3269,0,0,0,0,0,55,13,40,2,0
North Berwick,4731,2,0,0,0,2,19,3,16,0,0
Norway,4979,2,0,0,1,1,78,15,62,1,1
Oakland,6296,7,0,5,0,2,60,12,45,3,0
Ogunquit,931,0,0,0,0,0,27,1,25,1,0
Old Orchard Beach,8946,25,1,6,2,16,107,17,86,4,3
Old Town,7413,8,0,2,1,5,74,9,63,2,0
Orono,10722,7,0,3,0,4,77,6,67,4,0
Oxford,4100,4,0,1,2,1,110,10,97,3,0
Paris,5112,6,2,2,2,0,55,14,37,4,0
Phippsburg,2259,1,0,0,0,1,6,2,4,0,0
Pittsfield,3999,1,0,0,1,0,24,3,21,0,0
Portland,66458,161,3,29,43,86,1715,181,1460,74,5
Presque Isle,8918,23,1,3,1,18,225,42,171,12,1
Rangeley,1143,0,0,0,0,0,10,0,9,1,0
Richmond,3440,2,1,1,0,0,23,12,7,4,0
Rockland,7128,4,0,1,0,3,118,8,102,8,1
Rockport,3378,1,0,0,0,1,18,2,15,1,0
Rumford,5670,18,0,12,1,5,150,28,119,3,1
Sabattus,5064,1,0,0,0,1,14,6,5,3,0
Saco,19908,21,0,12,1,8,300,46,234,20,1
Sanford,21233,41,0,13,9,19,578,109,456,13,4
Scarborough,20542,11,1,3,0,7,253,15,234,4,0
Searsport,2648,1,0,0,0,1,12,4,8,0,0
Skowhegan,8214,25,0,10,2,13,199,21,170,8,2
South Berwick,7564,4,0,2,0,2,37,11,23,3,0
South Portland,25686,48,0,17,8,23,563,39,505,19,3
Southwest Harbor,1795,1,0,0,0,1,18,0,17,1,1
Thomaston,2767,0,0,0,0,0,65,4,54,7,0
Topsham2,8863,5,0,2,0,3,89,7,81,1,0
Van Buren,1972,2,0,0,0,2,8,0,7,1,0
Veazie,1814,2,0,0,0,2,29,10,19,0,1
Waldoboro,5041,3,0,1,1,1,45,10,35,0,0
Washburn,1533,2,0,2,0,0,34,5,24,5,2
Waterville,16765,37,1,17,2,17,442,33,398,11,1
Wells,10670,14,0,4,2,8,51,5,44,2,0
Westbrook,19166,34,0,7,3,24,265,55,194,16,1
Wilton,3924,6,0,1,0,5,17,2,14,1,0
Windham,18627,12,0,2,3,7,170,11,154,5,0
Winslow,7598,7,0,6,1,0,68,9,56,3,1
Winter Harbor,513,0,0,0,0,0,0,0,0,0,0
Winthrop,5979,5,0,0,0,5,45,12,31,2,0
Wiscasset,3697,2,0,1,0,1,23,2,20,1,0
Yarmouth,8540,3,0,2,1,0,38,4,33,1,0
York,13231,11,0,5,2,4,86,11,71,4,2
