City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
Fort Mill,21219,22,0,3,2,17,233,27,204,2,0
Fountain Inn,10375,45,2,7,2,34,201,32,148,21,0
Gaffney,12528,102,0,5,12,85,733,88,596,49,1
Gaston,1692,4,0,0,0,4,50,7,37,6,0
Georgetown,8733,107,0,8,10,89,543,61,453,29,2
Great Falls,1875,7,0,1,0,6,72,19,49,4,1
Greenville,69830,402,4,44,82,272,2805,352,2236,217,1
Greenwood,23427,350,2,29,32,287,1292,254,1016,22,11
Greer,32976,143,1,18,26,98,1021,157,787,77,3
Hampton,2499,26,1,0,2,23,168,37,124,7,0
Hanahan,26941,55,2,17,6,30,345,37,266,42,3
Hardeeville,7075,53,1,4,14,34,208,25,160,23,1
Hartsville,7524,108,0,6,15,87,668,119,523,26,2
Hemingway,400,2,0,0,2,0,37,6,28,3,0
Holly Hill,1181,10,0,1,2,7,44,4,36,4,0
Honea Path,3810,12,0,1,1,10,146,17,109,20,2
Inman,2404,3,0,1,0,2,59,16,42,1,1
Irmo,12516,39,0,3,4,32,413,51,340,22,1
Isle of Palms,4366,1,0,0,0,1,86,20,51,15,0
Iva,1311,4,0,2,0,2,42,8,28,6,0
Jackson,1792,4,0,1,1,2,33,5,26,2,0
Jamestown,83,1,0,0,1,0,4,1,3,0,0
Johnsonville,1494,1,0,0,0,1,25,13,9,3,0
Jonesville,834,2,0,0,0,2,17,6,9,2,0
Kingstree,3026,17,1,2,4,10,180,25,148,7,0
Lake City,6541,112,1,4,9,98,283,49,212,22,4
Lamar,937,6,1,0,4,1,20,5,14,1,0
Latta,1288,20,0,1,2,17,95,15,79,1,1
Laurens,8823,80,0,8,13,59,450,63,362,25,2
Lexington,22160,72,0,8,11,53,632,29,571,32,1
Liberty,3152,21,0,1,2,18,70,11,53,6,0
Loris,2740,34,1,1,3,29,85,17,63,5,0
Lyman,3661,24,1,0,2,21,77,11,56,10,0
Manning,3921,58,1,2,6,49,341,45,292,4,1
Marion,6373,55,1,2,14,38,363,65,275,23,2
Mauldin,25453,57,0,9,13,35,413,52,331,30,1
McColl,1981,28,1,0,4,23,76,14,56,6,0
McCormick,2298,10,0,0,0,10,52,12,35,5,2
Moncks Corner,11986,55,1,10,10,34,416,47,338,31,1
Mount Pleasant,92448,105,1,11,14,79,1135,114,919,102,1
Mullins,4290,41,2,2,7,30,226,99,119,8,2
Myrtle Beach,34860,415,3,52,98,262,3916,304,3384,228,6
Newberry,10333,72,2,4,9,57,406,55,341,10,2
New Ellenton,2145,20,1,2,1,16,23,3,18,2,0
Ninety Six,2039,2,0,0,0,2,41,2,37,2,0
North Augusta,23875,55,1,8,13,33,651,80,537,34,1
North Charleston,115312,1114,26,103,229,756,6941,853,5123,965,14
North Myrtle Beach,16942,71,1,15,10,45,1115,108,910,97,1
Pacolet,2502,9,0,2,0,7,46,8,35,3,2
Pamplico,1221,7,0,0,1,6,15,12,2,1,0
Pelion,704,2,0,0,0,2,18,2,15,1,0
Pickens,3171,19,0,5,0,14,187,22,155,10,0
Port Royal,13368,40,0,0,16,24,232,28,189,15,3
Prosperity,1219,4,0,0,0,4,14,3,10,1,0
Quinby,927,0,0,0,0,0,0,0,0,0,0
Ridge Spring,758,6,0,0,1,5,13,6,6,1,0
Rock Hill,75342,498,4,50,63,381,2521,329,2006,186,10
Salem,152,0,0,0,0,0,0,0,0,0,0
Saluda,3641,9,0,2,2,5,85,26,55,4,0
Scranton,864,4,0,0,0,4,15,4,10,1,0
Seneca,8525,50,1,4,5,40,222,40,161,21,2
Simpsonville,23682,46,1,7,11,27,635,74,523,38,3
Society Hill,533,0,0,0,0,0,4,0,2,2,0
South Congaree,2483,2,0,0,0,2,73,13,53,7,0
Spartanburg,37754,448,6,24,77,341,2450,440,1839,171,8
Springdale,2753,11,0,2,3,6,96,9,74,13,0
St. Matthews,1900,9,0,0,1,8,100,34,61,5,0
St. Stephen,1809,18,1,1,1,15,69,11,55,3,0
Sullivans Island,1938,1,0,0,0,1,32,2,25,5,0
Summerton,939,9,0,0,2,7,47,16,31,0,0
Summerville,52886,186,5,34,21,126,1662,244,1313,105,2
Sumter,39546,418,8,11,48,351,1796,397,1291,108,5
Swansea,959,5,0,0,4,1,37,2,28,7,0
Tega Cay,11322,5,0,0,1,4,164,1,162,1,0
Travelers Rest,5339,5,1,1,1,2,312,7,294,11,1
Union,7694,76,1,6,10,59,534,86,423,25,1
Wagener,838,1,0,0,0,1,6,1,4,1,0
Walhalla,4384,7,0,1,1,5,76,22,52,2,0
Walterboro,5429,21,0,3,4,14,316,23,279,14,0
Ware Shoals,2156,23,0,0,1,22,105,17,79,9,0
Wellford,2697,1,0,1,0,0,32,4,25,3,0
West Columbia,17986,127,0,23,28,76,1199,148,944,107,2
Westminster,2570,10,0,0,3,7,76,17,55,4,1
West Union,325,0,0,0,0,0,24,5,19,0,0
Whitmire,1469,3,0,0,1,2,51,10,41,0,1
Williamston,4249,31,0,2,5,24,85,6,69,10,1
Williston,2907,17,2,3,6,6,145,31,97,17,0
Winnsboro,3165,23,0,0,2,21,78,10,66,2,0
Woodruff,4356,3,0,0,0,3,35,11,23,1,0
Yemassee,954,17,0,2,3,12,45,6,35,4,1
York,8294,67,0,8,8,51,421,34,372,15,2
