City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
Cherry Hill Township,70716,59,0,0,30,29,1694,148,1497,49,1
Chesilhurst,1616,4,0,0,0,4,43,20,19,4,0
Chester,1635,0,0,0,0,0,13,1,12,0,0
Chesterfield Township,7474,3,0,0,0,3,6,0,6,0,0
Chester Township,7731,0,0,0,0,0,35,11,20,4,0
Cinnaminson Township,16477,16,0,2,3,11,352,28,310,14,0
Clark Township,16022,14,0,4,3,7,224,13,207,4,1
Clayton,8709,13,0,2,1,10,85,16,65,4,1
Clementon,4919,13,0,0,8,5,132,43,83,6,0
Cliffside Park,26115,18,0,1,5,12,102,8,94,0,0
Clifton,85021,95,0,0,50,45,1272,115,1046,111,0
Clinton,2679,4,0,1,0,3,12,1,11,0,0
Clinton Township,12801,2,0,0,0,2,33,12,18,3,0
Closter,8562,5,0,1,0,4,43,0,39,4,0
Collingswood,13850,16,1,0,6,9,393,53,322,18,3
Colts Neck Township,9846,4,0,1,2,1,58,9,40,9,0
Cranbury Township,4013,3,0,0,0,3,34,6,25,3,0
Cranford Township,24251,4,0,0,1,3,202,11,175,16,0
Cresskill,8761,2,0,1,1,0,28,6,18,4,0
Deal,719,0,0,0,0,0,28,3,13,12,0
Delanco Township,4463,2,0,1,0,1,53,3,46,4,0
Delaware Township,4419,0,0,0,0,0,7,0,6,1,0
Delran Township,16473,8,0,0,3,5,212,23,182,7,0
Demarest,4912,2,0,0,0,2,12,4,5,3,0
Denville Township,16590,6,0,1,0,5,65,4,57,4,0
Deptford Township,30258,40,0,4,18,18,1174,122,1024,28,1
Dover,17852,40,0,2,11,27,157,49,94,14,1
Dumont,17649,6,0,0,1,5,54,2,52,0,0
Dunellen,7244,14,0,3,2,9,122,9,105,8,0
Eastampton Township,5938,3,0,2,1,0,50,12,34,4,0
East Brunswick Township,47857,27,0,6,9,12,530,35,491,4,1
East Greenwich Township,10658,0,0,0,0,0,103,16,82,5,0
East Hanover Township,10990,3,0,0,1,2,126,10,107,9,0
East Newark,2661,1,0,0,1,0,24,3,18,3,0
East Orange,64200,275,3,26,102,144,894,151,581,162,11
East Rutherford,9831,4,0,0,2,2,127,9,106,12,0
East Windsor Township,27343,16,1,1,4,10,182,17,151,14,1
Eatontown,12215,34,0,7,9,18,274,18,247,9,0
Edgewater,12821,4,0,1,2,1,160,13,142,5,0
Edgewater Park Township,8644,16,1,4,3,8,132,28,88,16,0
Edison Township,100282,84,1,9,19,55,1371,138,1143,90,2
Egg Harbor City,4085,21,0,1,11,9,195,42,144,9,1
Egg Harbor Township,42475,52,0,0,10,42,672,91,558,23,4
Elizabeth,128753,926,7,50,384,485,3898,365,2776,757,1
Elk Township,4154,0,0,0,0,0,39,8,25,6,1
Elmer,1300,1,1,0,0,0,5,0,5,0,0
Elmwood Park,20104,25,0,0,12,13,274,37,215,22,0
Elsinboro Township,967,2,0,0,0,2,11,1,10,0,1
Emerson,7640,1,0,0,0,1,31,2,25,4,0
Englewood,28683,71,2,10,18,41,343,64,257,22,0
Englewood Cliffs,5368,1,0,0,0,1,48,27,12,9,0
Englishtown,1937,3,0,0,0,3,12,2,9,1,0
Essex Fells,2072,0,0,0,0,0,16,2,10,4,0
Evesham Township,44999,29,0,5,8,16,510,55,440,15,0
Ewing Township,36338,60,0,4,20,36,507,76,385,46,1
"Fairfield Township, Essex County",7472,0,0,0,0,0,177,8,158,11,0
Fair Haven,5784,1,0,0,0,1,16,4,10,2,0
Fair Lawn,33064,7,0,0,1,6,236,32,187,17,2
Fairview,14285,27,1,1,11,14,152,38,104,10,0
Fanwood,7718,2,0,1,0,1,25,5,17,3,0
Far Hills,909,0,0,0,0,0,3,0,3,0,0
Fieldsboro,539,0,0,0,0,0,2,0,2,0,0
Flemington,4590,10,0,1,0,9,58,9,47,2,1
Florence Township,12593,17,0,7,2,8,81,25,51,5,1
Florham Park,11522,1,0,0,0,1,111,19,85,7,0
Fort Lee,38062,25,0,2,6,17,323,57,239,27,1
Franklin,4699,10,0,1,1,8,48,3,44,1,0
Franklin Lakes,11109,5,0,0,1,4,59,4,44,11,2
"Franklin Township, Gloucester County",16264,15,0,1,2,12,169,32,123,14,0
"Franklin Township, Hunterdon County",3560,0,0,0,0,0,8,1,7,0,0
"Franklin Township, Somerset County",66173,58,4,10,18,26,625,76,517,32,0
Freehold Borough,11733,22,0,0,11,11,129,20,105,4,0
Freehold Township,34560,34,2,1,9,22,487,21,455,11,1
Frenchtown,1348,0,0,0,0,0,3,0,3,0,0
Galloway Township,35813,62,0,2,2,58,367,94,252,21,1
Garfield,31888,51,1,9,16,25,620,58,532,30,2
Garwood,4361,1,0,0,0,1,35,5,30,0,0
Gibbsboro,2212,1,0,0,0,1,23,4,17,2,0
Glassboro,20082,31,0,5,3,23,303,83,205,15,1
Glen Ridge,7574,4,0,2,0,2,108,21,82,5,0
Glen Rock,11803,0,0,0,0,0,60,13,43,4,0
Gloucester City,11168,20,2,1,3,14,281,41,230,10,3
Gloucester Township,63500,63,1,9,18,35,880,67,789,24,1
Green Brook Township,7071,1,0,0,0,1,56,8,44,4,0
"Greenwich Township, Gloucester County",4777,2,0,1,0,1,58,6,50,2,0
"Greenwich Township, Warren County",5447,1,0,0,1,0,126,11,110,5,0
Guttenberg,11289,27,0,0,13,14,71,12,53,6,0
Hackensack,44505,103,1,6,15,81,594,54,506,34,2
Hackettstown,9431,3,0,0,0,3,28,2,25,1,1
Haddonfield,11261,5,0,0,2,3,135,13,119,3,0
Haddon Heights,7515,3,0,0,1,2,54,12,39,3,0
Haddon Township,14489,33,0,1,19,13,288,26,250,12,0
Haledon,8277,31,0,0,4,27,141,25,101,15,0
Hamburg,3102,0,0,0,0,0,17,4,13,0,0
"Hamilton Township, Atlantic County",25667,49,0,1,21,27,769,91,641,37,2
"Hamilton Township, Mercer County",87027,122,1,20,47,54,1585,264,1215,106,5
Hammonton,14003,25,0,1,4,20,115,25,78,12,1
Hanover Township,14447,12,0,4,1,7,136,7,120,9,0
Harding Township,3805,3,0,0,0,3,20,10,9,1,0
Hardyston Township,7760,1,0,0,1,0,26,4,22,0,0
Harrington Park,4751,0,0,0,0,0,5,0,4,1,0
Harrison,18374,47,0,5,14,28,341,49,262,30,0
Harrison Township,13125,1,0,0,0,1,57,8,45,4,2
Harvey Cedars,339,0,0,0,0,0,7,2,5,0,0
Hasbrouck Heights,12049,3,0,0,0,3,63,3,60,0,0
Haworth,3420,1,0,0,0,1,8,2,3,3,0
Hawthorne,18699,0,0,0,0,0,139,9,116,14,0
Hazlet Township,19739,31,0,5,2,24,199,16,171,12,0
Helmetta,2173,0,0,0,0,0,10,2,7,1,0
High Bridge,3427,1,0,0,0,1,25,3,21,1,0
Highland Park,13791,14,0,5,2,7,222,33,181,8,0
Highlands,4739,2,0,0,0,2,9,4,5,0,1
Hightstown,5264,6,0,3,1,2,22,2,19,1,0
Hillsborough Township,39813,13,0,7,1,5,191,29,158,4,0
Hillsdale,10382,2,0,0,0,2,45,4,40,1,0
Hillside Township,22024,64,0,5,26,33,533,51,398,84,0
Hi-Nella,855,2,0,0,0,2,4,0,4,0,0
Hoboken,53641,79,0,2,14,63,666,73,562,31,1
Ho-Ho-Kus,4091,0,0,0,0,0,20,7,11,2,0
Holland Township,5081,2,0,1,0,1,9,4,4,1,0
Holmdel Township,16648,17,0,1,1,15,194,16,168,10,0
Hopatcong,14091,8,0,0,1,7,39,0,37,2,1
Hopewell Borough,1905,0,0,0,0,0,13,2,10,1,0
Hopewell Township,17854,7,0,1,0,6,73,14,55,4,0
Howell Township,52242,31,1,14,1,15,376,43,321,12,0
Independence Township,5420,2,0,1,0,1,5,4,0,1,0
Interlaken,789,0,0,0,0,0,3,0,3,0,0
Irvington,54034,280,7,17,190,66,1016,178,565,273,7
Island Heights,1675,0,0,0,0,0,7,3,4,0,0
Jackson Township,57380,25,0,3,5,17,391,71,298,22,3
Jamesburg,5931,10,2,1,2,5,19,3,15,1,1
Jefferson Township,20877,10,1,2,0,7,72,12,54,6,0
Jersey City,266508,1393,13,81,431,868,5074,890,3514,670,18
Keansburg,9674,21,0,2,6,13,176,18,157,1,0
Kearny,41314,54,0,0,13,41,661,36,541,84,0
Kenilworth,8218,10,0,4,2,4,109,8,86,15,0
Keyport,7032,12,0,0,4,8,92,10,73,9,0
Kinnelon,9984,1,0,1,0,0,22,11,9,2,0
Lacey Township,29247,25,0,4,4,17,265,29,233,3,1
Lake Como,1685,1,0,0,1,0,16,2,11,3,0
Lakehurst,2701,5,0,0,2,3,18,0,16,2,0
Lakewood Township,105403,148,1,11,45,91,965,253,675,37,4
Lambertville,3782,1,0,1,0,0,26,2,24,0,0
Laurel Springs,1860,2,0,0,1,1,19,6,12,1,0
Lavallette,1846,0,0,0,0,0,39,2,34,3,0
Lawnside,2874,6,0,0,0,6,104,10,92,2,0
"Lawrence Township, Mercer County",32415,45,0,10,11,24,493,83,388,22,2
Lebanon Township,6061,2,0,0,0,2,17,3,12,2,0
Leonia,9088,3,0,1,0,2,51,11,38,2,0
Lincoln Park,10162,2,0,0,0,2,46,8,32,6,0
Linden,42592,159,0,21,44,94,1228,110,1079,39,4
Lindenwold,17197,123,0,16,50,57,492,124,334,34,3
Linwood,6697,2,0,0,0,2,92,10,78,4,0
Little Egg Harbor Township,21508,18,0,2,3,13,206,36,164,6,1
Little Falls Township,14513,20,0,0,0,20,89,12,70,7,0
Little Ferry,10794,9,1,0,2,6,83,12,55,16,0
Little Silver,5793,2,0,0,0,2,34,1,25,8,0
Livingston Township,29998,6,0,3,1,2,353,26,301,26,0
Loch Arbour,179,0,0,0,0,0,14,1,13,0,0
Lodi,24488,35,0,2,6,27,273,31,200,42,1
Logan Township,5854,5,0,1,2,2,105,13,85,7,0
Long Beach Township,3060,10,0,5,0,5,78,6,70,2,0
Long Branch,30352,109,0,11,23,75,625,60,538,27,0
Long Hill Township,8500,3,0,1,0,2,45,3,40,2,0
Longport,854,1,0,0,0,1,10,3,7,0,0
Lopatcong Township,8350,4,0,0,0,4,99,5,90,4,0
Lower Alloways Creek Township,1663,1,0,0,0,1,3,0,3,0,0
Lower Township,21325,41,0,10,2,29,149,30,113,6,0
Lumberton Township,12162,22,0,2,4,16,174,11,153,10,0
Lyndhurst Township,22741,13,0,0,6,7,150,5,127,18,0
Madison,16533,1,0,0,0,1,70,11,52,7,0
Magnolia,4247,13,0,0,5,8,76,26,46,4,0
Mahwah Township,26317,8,0,3,0,5,115,10,90,15,1
Manalapan Township,39662,18,1,11,2,4,226,36,173,17,0
Manasquan,5839,7,0,3,0,4,88,3,82,3,0
Manchester Township,43369,12,3,0,3,6,278,51,215,12,2
"Mansfield Township, Burlington County",8520,8,0,0,3,5,46,10,26,10,0
"Mansfield Township, Warren County",7347,3,0,1,0,2,83,5,76,2,0
Mantoloking,252,0,0,0,0,0,5,0,3,2,0
Mantua Township,14779,3,0,0,0,3,212,30,169,13,2
Manville,10205,6,0,4,1,1,218,14,197,7,0
Maple Shade Township,18451,54,1,8,17,28,344,41,272,31,0
Maplewood Township,25297,22,2,3,13,4,435,22,365,48,0
Margate City,5912,6,0,0,2,4,140,55,84,1,1
Marlboro Township,39850,9,0,0,2,7,273,38,212,23,1
Matawan,8716,0,0,0,0,0,5,0,5,0,0
Maywood,9667,6,0,0,2,4,62,7,54,1,0
Medford Lakes,3922,3,0,0,0,3,16,4,12,0,0
Medford Township,23393,19,0,4,1,14,134,30,101,3,1
Mendham,4876,0,0,0,0,0,20,1,14,5,0
Mendham Township,5700,1,0,0,0,1,11,3,6,2,0
Merchantville,3687,4,0,0,0,4,59,9,48,2,0
Metuchen,14423,11,0,0,4,7,165,31,124,10,0
Middlesex Borough,13659,6,0,0,2,4,55,4,47,4,1
Middle Township,18225,34,0,6,7,21,303,54,232,17,2
Middletown Township,65361,22,0,4,2,16,354,38,294,22,0
Midland Park,7246,2,0,0,0,2,38,0,34,4,0
Millburn Township,20085,6,0,0,5,1,434,23,374,37,0
Milltown,7020,2,0,0,2,0,84,2,80,2,0
Millville,27528,130,2,14,50,64,1107,154,925,28,6
Mine Hill Township,3501,2,0,0,1,1,12,3,8,1,0
Monmouth Beach,3222,2,0,0,0,2,8,0,8,0,0
"Monroe Township, Gloucester County",36884,26,1,1,12,12,425,88,313,24,1
"Monroe Township, Middlesex County",45342,19,0,0,0,19,116,18,89,9,0
Montclair,38625,58,1,9,17,31,476,106,335,35,1
Montgomery Township,23364,5,0,0,0,5,111,62,39,10,0
Montvale,8657,1,0,0,0,1,26,1,24,1,0
Montville Township,21208,4,0,0,0,4,172,11,137,24,0
Moonachie,2736,0,0,0,0,0,28,1,26,1,1
Moorestown Township,20307,18,0,3,4,11,200,24,166,10,0
Morris Plains,5935,2,0,0,0,2,71,3,65,3,0
Morristown,19153,41,0,5,9,27,170,9,157,4,2
Morris Township,22080,8,0,0,0,8,96,22,70,4,0
Mountain Lakes,4269,0,0,0,0,0,28,10,11,7,0
Mountainside,6888,3,0,0,0,3,52,9,36,7,1
Mount Arlington,5964,0,0,0,0,0,27,3,23,1,0
Mount Ephraim,4567,5,0,0,1,4,179,7,169,3,0
Mount Holly Township,9568,27,0,8,7,12,190,20,163,7,0
Mount Laurel Township,41109,57,1,15,17,24,597,45,524,28,0
Mount Olive Township,29025,14,0,5,3,6,112,19,92,1,0
Mullica Township,5897,2,0,0,1,1,71,22,43,6,0
National Park,2934,3,1,0,0,2,23,8,15,0,0
Neptune City,4625,11,0,0,2,9,118,6,112,0,0
Neptune Township,27549,95,2,2,18,73,871,72,786,13,4
Netcong,3151,11,0,5,0,6,28,2,25,1,0
Newark,281422,1742,57,120,636,929,4618,721,2356,1541,21
New Brunswick,55995,262,3,11,96,152,1111,223,823,65,0
Newfield,1537,2,0,0,0,2,8,2,5,1,0
New Hanover Township,8123,1,0,0,0,1,0,0,0,0,0
New Milford,16506,1,0,0,0,1,64,8,53,3,0
New Providence,13592,0,0,0,0,0,35,5,29,1,0
Newton,7916,14,0,4,0,10,63,8,55,0,0
North Arlington,15710,19,0,0,6,13,158,9,132,17,0
North Bergen Township,61447,90,1,16,17,56,404,54,306,44,1
North Brunswick Township,41706,61,0,4,17,40,605,52,517,36,0
North Caldwell,6645,5,0,1,0,4,22,10,8,4,0
Northfield,8163,4,0,0,0,4,86,13,66,7,0
North Haledon,8379,3,0,1,0,2,49,5,39,5,0
North Hanover Township,7476,3,0,0,0,3,18,3,13,2,0
North Plainfield,21474,47,1,10,26,10,281,36,234,11,0
Northvale,4937,0,0,0,0,0,9,0,8,1,0
North Wildwood,3763,6,0,1,1,4,144,12,131,1,0
Norwood,5816,1,0,1,0,0,19,6,10,3,0
Nutley Township,28384,28,0,0,6,22,164,26,117,21,0
Oakland,12992,5,0,0,1,4,53,5,46,2,0
Oaklyn,3936,5,0,1,1,3,127,39,83,5,0
Ocean City,10962,6,0,0,2,4,323,37,285,1,0
Ocean Gate,2025,1,0,0,1,0,24,7,17,0,0
Oceanport,5739,12,0,2,2,8,43,8,33,2,0
"Ocean Township, Monmouth County",26638,17,1,0,4,12,582,60,499,23,1
"Ocean Township, Ocean County",9134,4,0,1,0,3,38,6,32,0,0
Ogdensburg,2247,0,0,0,0,0,10,0,9,1,0
Old Bridge Township,65659,39,2,1,12,24,477,60,378,39,1
Old Tappan,5944,0,0,0,0,0,12,2,6,4,0
Oradell,8181,2,0,0,0,2,21,7,13,1,0
Orange City,30558,190,4,13,96,77,635,140,337,158,10
Oxford Township,2423,1,0,0,0,1,6,2,4,0,0
Palisades Park,20877,16,0,1,4,11,106,19,81,6,0
Palmyra,7134,8,1,1,0,6,120,17,100,3,2
Paramus,26460,44,0,2,8,34,919,24,871,24,0
Park Ridge,8761,1,0,0,1,0,9,2,6,1,0
Parsippany-Troy Hills Township,51907,23,1,9,3,10,326,59,233,34,0
Passaic,69639,369,1,6,166,196,1215,133,923,159,2
Paterson,144866,1219,19,54,464,682,3132,847,1829,456,24
Paulsboro,5828,14,0,0,5,9,114,23,79,12,0
Peapack-Gladstone,2591,0,0,0,0,0,18,8,5,5,0
Pemberton Borough,1321,3,0,0,2,1,28,9,19,0,0
Pemberton Township,26966,72,1,2,11,58,435,114,299,22,6
Pennington,2516,0,0,0,0,0,8,1,5,2,0
Pennsauken Township,35506,111,1,2,41,67,848,197,578,73,1
Penns Grove,4746,51,1,8,14,28,154,31,110,13,2
Pennsville Township,12345,18,0,0,3,15,198,19,171,8,0
Pequannock Township,15045,7,0,0,3,4,73,13,60,0,0
Perth Amboy,51816,147,0,2,30,115,697,110,511,76,2
Phillipsburg,14228,30,0,14,5,11,304,37,254,13,3
Pine Beach,2173,1,0,0,0,1,23,3,20,0,0
Pine Hill,10419,30,0,1,4,25,143,29,110,4,0
Pine Valley,12,0,0,0,0,0,0,0,0,0,0
Piscataway Township,56783,47,0,7,5,35,443,45,376,22,0
Pitman,8709,4,0,0,2,2,55,12,42,1,0
Plainfield,50576,192,3,2,90,97,805,140,607,58,10
Plainsboro Township,22976,9,1,0,0,8,151,12,135,4,0
Pleasantville,20388,65,1,4,26,34,271,90,156,25,0
Plumsted Township,8545,5,0,1,0,4,32,12,19,1,0
Pohatcong Township,3181,0,0,0,0,0,230,21,208,1,0
Point Pleasant,18684,15,0,0,0,15,116,24,87,5,0
Point Pleasant Beach,4516,5,0,0,1,4,54,20,24,10,0
Pompton Lakes,10953,8,0,1,0,7,58,5,51,2,0
Princeton,31610,10,0,1,0,9,238,45,190,3,4
Prospect Park,5831,5,0,2,1,2,83,12,62,9,0
Rahway,30072,32,1,1,10,20,157,25,103,29,0
Ramsey,14978,3,0,0,2,1,161,3,155,3,0
Randolph Township,25490,8,0,1,1,6,99,10,81,8,0
Raritan,7999,6,0,3,1,2,61,11,45,5,0
Raritan Township,22220,8,0,0,1,7,64,7,55,2,0
Readington Township,15805,11,0,1,0,10,61,15,40,6,1
Red Bank,12016,13,0,4,4,5,126,14,108,4,0
Ridgefield,11240,6,0,0,0,6,49,3,38,8,0
Ridgefield Park,12983,7,0,0,2,5,124,6,108,10,1
Ridgewood,25192,13,0,0,2,11,143,22,108,13,0
Ringwood,12165,5,0,1,0,4,42,6,34,2,0
Riverdale,4255,2,0,0,0,2,96,9,83,4,1
River Edge,11500,2,0,1,1,0,72,7,62,3,0
Riverside Township,7806,14,0,1,1,12,36,4,31,1,0
Riverton,2675,0,0,0,0,0,25,2,23,0,0
River Vale Township,10063,0,0,0,0,0,20,1,18,1,0
Robbinsville Township,14635,2,0,2,0,0,51,6,43,2,0
Rochelle Park Township,5598,4,0,0,3,1,66,11,53,2,0
Rockaway,6325,1,0,0,1,0,53,13,37,3,0
Rockaway Township,25756,13,0,0,2,11,231,20,203,8,1
Rockleigh,531,0,0,0,0,0,2,0,2,0,0
Roseland,5826,2,0,0,0,2,34,0,26,8,0
Roselle,21903,67,1,1,16,49,339,51,255,33,2
Roselle Park,13630,2,0,2,0,0,135,11,115,9,0
Roxbury Township,22755,3,0,0,2,1,101,13,88,0,0
Rumson,6740,0,0,0,0,0,57,7,36,14,0
Runnemede,8262,7,0,0,0,7,144,24,112,8,0
Rutherford,18423,12,0,2,2,8,181,20,145,16,0
Saddle Brook Township,13897,1,0,0,1,0,220,5,214,1,0
Saddle River,3186,2,0,0,0,2,30,5,22,3,0
Salem,4702,73,2,3,19,49,227,77,124,26,12
Sayreville,44581,34,0,0,8,26,310,42,231,37,0
Scotch Plains Township,24383,14,0,2,3,9,162,50,105,7,0
Sea Bright,1352,2,0,1,0,1,11,2,9,0,0
Sea Girt,1764,1,0,0,0,1,12,1,11,0,0
Sea Isle City,2035,0,0,0,0,0,89,16,73,0,0
Seaside Heights,2902,12,0,0,1,11,166,21,141,4,0
Seaside Park,1538,3,0,0,1,2,20,6,14,0,0
Secaucus,21217,41,0,3,11,27,516,31,466,19,1
Ship Bottom,1144,0,0,0,0,0,18,0,18,0,0
Shrewsbury,4122,6,0,0,1,5,88,4,79,5,0
Somerdale,5492,12,0,0,2,10,263,23,236,4,2
Somers Point,10224,11,0,2,2,7,260,22,229,9,0
Somerville,12198,11,0,0,8,3,138,11,117,10,0
South Amboy,8922,2,0,0,0,2,67,10,46,11,0
South Bound Brook,4570,1,0,0,1,0,43,6,36,1,0
South Brunswick Township,46038,17,0,4,5,8,254,36,204,14,3
South Hackensack Township,2465,13,1,0,3,9,43,5,31,7,0
South Harrison Township,3122,1,0,0,0,1,13,1,11,1,0
South Orange Village,16740,13,0,0,9,4,279,21,233,25,0
South Plainfield,24114,30,0,0,8,22,394,34,343,17,1
South River,15945,35,0,7,6,22,102,13,80,9,0
South Toms River,3780,7,0,0,2,5,32,6,24,2,0
Sparta Township,18532,4,0,0,0,4,31,2,27,2,0
Spotswood,8276,2,0,0,1,1,52,8,43,1,0
"Springfield Township, Burlington County",3252,2,0,0,0,2,18,1,15,2,0
"Springfield Township, Union County",17661,3,0,0,2,1,134,19,105,10,0
Spring Lake,2917,0,0,0,0,0,34,4,29,1,0
Spring Lake Heights,4538,1,0,0,0,1,13,2,10,1,0
Stafford Township,27609,32,0,4,1,27,232,19,205,8,1
Stanhope,3281,1,0,1,0,0,27,7,18,2,0
Stone Harbor,804,2,0,0,0,2,106,14,91,1,1
Stratford,6926,10,0,1,6,3,60,8,51,1,0
Summit,21980,3,0,1,2,0,136,9,118,9,0
Surf City,1193,2,0,2,0,0,8,3,5,0,0
Swedesboro,2565,0,0,0,0,0,36,4,31,1,0
Tavistock,5,0,0,0,0,0,0,0,0,0,0
Teaneck Township,40533,56,1,11,12,32,364,49,304,11,1
Tenafly,14586,1,0,0,1,0,89,14,63,12,1
Teterboro,68,0,0,0,0,0,102,0,99,3,0
Tewksbury Township,5765,2,0,0,0,2,23,6,14,3,0
Tinton Falls,17506,8,0,0,4,4,243,7,227,9,0
Toms River Township,93836,72,1,13,18,40,1248,136,1070,42,3
Totowa,10754,15,0,1,2,12,166,16,134,16,0
Trenton,83457,937,15,70,300,552,1748,360,1142,246,11
Tuckerton,3370,1,0,0,0,1,36,7,23,6,0
Union Beach,5396,11,0,0,0,11,14,5,8,1,1
Union City,68459,193,0,12,52,129,1080,101,891,88,3
Union Township,58736,43,0,4,27,12,912,44,792,76,1
Upper Saddle River,8245,2,0,0,0,2,27,4,14,9,0
Ventnor City,9966,15,0,4,2,9,364,66,282,16,0
Vernon Township,21912,3,0,0,0,3,81,12,68,1,0
Verona,13355,1,0,0,0,1,49,5,39,5,0
Vineland,59860,211,1,32,55,123,1686,269,1375,42,8
Voorhees Township,29099,30,0,0,10,20,352,34,309,9,1
Waldwick,10240,2,0,0,0,2,57,5,48,4,0
Wallington,11568,9,0,0,2,7,143,6,124,13,1
Wall Township,25648,22,0,0,0,22,178,21,144,13,0
Wanaque,11772,4,0,1,0,3,34,2,27,5,0
Warren Township,15772,0,0,0,0,0,42,11,25,6,0
Washington,6453,8,0,0,0,8,44,9,33,2,0
"Washington Township, Bergen County",9219,1,0,0,0,1,19,1,14,4,0
"Washington Township, Gloucester County",47126,72,0,2,3,67,652,91,543,18,1
"Washington Township, Morris County",18296,12,0,3,0,9,80,13,63,4,0
"Washington Township, Warren County",6391,6,2,0,0,4,64,8,51,5,0
Watchung,6054,1,0,0,0,1,320,13,301,6,0
Waterford Township,10664,12,0,3,1,8,54,6,48,0,0
Wayne Township,53279,30,0,0,8,22,894,78,777,39,0
Weehawken Township,15115,22,0,5,4,13,231,41,178,12,0
Wenonah,2204,1,0,0,0,1,32,5,27,0,0
