City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
Boerne,18135,23,0,5,2,16,340,22,283,35,0
Bogata,1060,3,0,1,0,2,24,9,15,0,1
Bonham,10404,20,1,9,1,9,168,22,136,10,0
Bowie,5040,28,0,0,3,25,142,70,71,1,1
Boyd,1510,1,0,0,1,0,4,2,2,0,0
Brady2,5288,9,0,1,0,8,44,20,21,3,2
Brazoria2,3123,10,0,2,1,7,77,6,59,12,0
Breckenridge,5453,14,0,0,1,13,101,20,72,9,1
Brenham,17375,93,0,15,6,72,361,63,276,22,1
Bridgeport,6670,22,0,1,0,21,84,24,50,10,1
Brookshire2,5592,22,0,4,4,14,82,12,60,10,1
Brownfield,9270,25,0,6,0,19,121,26,80,15,2
Brownsboro,1283,1,0,1,0,0,1,0,1,0,0
Brownsville,184418,776,0,82,143,551,4553,631,3801,121,27
Brownwood,18646,61,0,19,6,36,649,121,486,42,1
Bryan,86632,370,2,90,57,221,1928,336,1444,148,9
Buda,18146,20,0,3,3,14,271,28,223,20,1
Bullard,3722,7,0,0,1,6,22,12,9,1,0
Bulverde,5311,3,0,0,0,3,81,8,66,7,1
Burkburnett,11305,24,0,7,5,12,215,50,150,15,0
Burleson2,48743,113,1,17,19,76,726,67,580,79,0
Burnet,6452,20,0,5,3,12,70,28,37,5,0
Cactus,3194,16,0,5,1,10,40,14,21,5,0
Caldwell,4433,3,0,0,0,3,13,2,11,0,0
Calvert,1143,6,0,0,0,6,10,3,5,2,0
Cameron,5530,10,0,1,0,9,64,23,34,7,1
Canton,3909,0,0,0,0,0,128,0,126,2,0
Canyon,16312,14,0,3,3,8,153,35,113,5,0
Carthage,6491,39,1,1,2,35,187,21,152,14,1
Castle Hills,4515,17,1,2,1,13,290,39,227,24,1
Castroville,3144,8,0,0,2,6,60,20,36,4,0
Cedar Hill2,48866,99,4,12,24,59,1252,76,1097,79,2
Cedar Park2,80170,57,2,24,8,23,674,65,558,51,4
Celina,13977,12,0,3,0,9,93,17,69,7,0
Center,5271,30,0,8,1,21,181,45,132,4,1
Chandler2,3142,0,0,0,0,0,12,2,8,2,0
Childress2,6034,4,0,1,0,3,34,13,18,3,0
Cibolo2,32112,39,0,10,1,28,280,36,232,12,0
Cisco,3735,12,0,1,0,11,42,16,25,1,0
Cleburne,30860,101,0,25,8,68,588,147,396,45,0
Cleveland,8284,49,1,0,7,41,484,54,393,37,1
Clifton2,3454,1,0,0,0,1,24,4,18,2,0
Clute2,11740,46,0,13,7,26,264,68,166,30,0
Clyde,3868,1,0,0,0,1,66,36,28,2,0
Coleman,4341,24,1,3,0,20,33,17,15,1,0
College Station2,119246,225,1,48,43,133,2098,391,1529,178,0
Colleyville2,27499,5,0,0,0,5,169,22,137,10,0
Collinsville,1951,0,0,0,0,0,3,1,1,1,0
Colorado City,3831,13,0,0,2,11,130,40,81,9,0
Comanche2,4151,13,2,1,1,9,101,16,80,5,0
Converse,28598,152,0,6,10,136,460,54,360,46,1
Coppell2,42181,25,1,9,5,10,525,52,457,16,0
Copperas Cove,32693,129,0,9,6,114,691,112,557,22,5
Corinth2,22090,16,0,3,2,11,168,33,125,10,1
Corpus Christi2,329320,2616,31,266,496,1823,11347,1961,8494,892,73
Corrigan,1605,12,0,2,0,10,30,5,17,8,0
Corsicana2,23823,176,1,51,16,108,744,116,575,53,2
Crandall2,3861,16,0,6,3,7,78,18,54,6,0
Crane,3725,6,0,3,0,3,13,4,5,4,0
Crockett,6484,34,1,1,0,32,129,23,101,5,0
Crowley2,16027,38,0,5,6,27,418,36,369,13,0
Crystal City,7283,9,0,0,0,9,41,22,19,0,0
Cuero,8259,49,0,4,0,45,184,28,148,8,6
Cumby,796,0,0,0,0,0,0,0,0,0,0
Daingerfield2,2360,14,0,0,2,12,52,7,38,7,0
Dalhart2,8338,35,0,5,0,30,186,58,108,20,1
Dallas,1363295,11764,198,797,4400,6369,45279,9210,25812,10257,144
Dalworthington Gardens2,2403,2,0,0,0,2,22,6,12,4,0
Dawson2,796,0,0,0,0,0,13,5,8,0,1
Dayton,8464,14,0,1,3,10,228,47,151,30,0
Decatur,7116,8,1,0,2,5,247,6,230,11,0
Deer Park2,34167,48,4,22,5,17,551,52,462,37,1
De Kalb,1615,5,0,1,0,4,26,12,13,1,0
De Leon,2162,2,0,1,0,1,42,16,22,4,1
Del Rio,35947,38,2,10,9,17,610,112,456,42,2
Denison2,25432,106,1,22,5,78,464,103,304,57,1
Denton,141492,331,3,125,66,137,2665,316,2148,201,1
Denver City,4933,1,0,1,0,0,63,24,34,5,0
DeSoto2,54026,176,3,18,58,97,1188,172,846,170,2
Devine,4931,5,0,0,0,5,57,10,40,7,1
Dickinson2,21101,66,0,25,15,26,374,72,234,68,0
Dilley,4475,10,0,0,0,10,48,25,20,3,1
Dimmitt2,4146,23,0,4,0,19,25,11,12,2,0
Donna,16715,139,0,19,19,101,787,85,668,34,6
Double Oak,3073,0,0,0,0,0,2,0,1,1,0
Dumas,14290,25,1,6,1,17,252,35,180,37,1
Duncanville2,39430,174,1,12,80,81,1096,148,770,178,0
Eagle Lake,3719,6,0,0,0,6,51,17,30,4,0
Eagle Pass,29847,37,1,0,5,31,687,154,485,48,1
Early2,3105,27,0,1,0,26,51,8,41,2,0
Eastland,3913,8,1,5,1,1,84,34,47,3,0
Edinburg,100896,281,6,53,40,182,2959,335,2577,47,14
Edna,5924,7,1,1,2,3,64,10,51,3,1
El Campo,11615,41,0,3,8,30,347,64,266,17,0
Electra,2696,6,0,0,1,5,48,17,26,5,0
Elgin,10475,8,0,2,3,3,97,25,68,4,2
El Paso2,686793,2422,40,310,338,1734,10378,1048,8479,851,29
Elsa,7226,20,0,2,3,15,252,21,231,0,0
Ennis,20096,17,0,3,4,10,333,43,266,24,1
Euless,58136,107,1,12,45,49,1186,126,924,136,3
Fairfield,2936,6,1,0,0,5,41,6,31,4,7
Fair Oaks Ranch2,10151,6,0,3,0,3,28,4,20,4,0
Fairview,9350,12,0,0,2,10,42,9,28,5,0
Falfurrias,4819,15,0,0,1,14,111,48,62,1,0
Farmers Branch2,41932,63,1,10,26,26,940,141,626,173,1
Farmersville2,3494,7,0,2,0,5,42,4,34,4,0
Farwell,1314,2,0,0,0,2,8,2,5,1,0
Fate,15378,6,0,2,0,4,73,16,54,3,0
Ferris,2876,6,0,0,1,5,66,16,36,14,1
Flatonia,1471,1,0,0,0,1,18,7,9,2,0
Floresville,7970,19,0,0,1,18,147,47,89,11,2
Flower Mound,79052,43,0,13,5,25,730,83,624,23,2
Floydada2,2711,17,0,2,0,15,31,10,18,3,0
Forest Hill,13034,36,4,1,18,13,413,73,278,62,0
Forney,25374,32,0,8,4,20,302,38,227,37,0
Fort Stockton2,8402,27,0,3,1,23,72,26,37,9,0
Fort Worth,915237,4068,69,470,972,2557,24605,3969,17301,3335,85
Frankston,1180,2,0,1,0,1,27,4,19,4,0
Fredericksburg,11562,13,0,0,1,12,131,11,117,3,0
Freeport,12213,45,0,4,5,36,257,52,205,0,2
Friendswood2,40735,26,0,12,8,6,264,53,193,18,3
Friona,3888,3,0,1,0,2,17,5,11,1,0
Frisco,199445,160,1,46,30,83,2390,249,2037,104,9
Fulshear,13967,0,0,0,0,0,87,4,76,7,0
Gainesville2,16688,89,0,12,5,72,370,59,299,12,1
Galena Park,10934,22,1,7,3,11,141,27,92,22,1
Galveston2,50801,243,3,81,71,88,1642,201,1179,262,0
Ganado,2063,3,0,2,0,1,18,8,7,3,0
Garden Ridge,4124,0,0,0,0,0,36,9,23,4,0
Garland,244277,738,11,139,250,338,6311,1003,4337,971,9
Gatesville,12311,23,0,13,0,10,202,62,135,5,2
Georgetown,78332,81,0,25,8,48,730,103,586,41,1
Giddings2,5124,26,0,7,2,17,103,0,97,6,0
Gilmer2,5164,32,0,4,2,26,147,15,120,12,2
Gladewater,6349,14,0,2,2,10,180,41,127,12,1
Glenn Heights,13520,45,0,2,10,33,249,54,179,16,0
Gonzales,7655,81,1,11,1,68,168,25,130,13,0
Graham,8670,10,1,3,1,5,69,9,55,5,2
Granbury2,10752,26,1,4,6,15,444,34,390,20,0
Grand Prairie,196971,428,5,45,135,243,4140,504,3133,503,11
Grand Saline,3171,4,0,1,0,3,34,13,18,3,0
Granite Shoals,5137,7,0,1,1,5,35,5,23,7,0
Greenville2,28613,77,2,8,22,45,635,102,484,49,6
Gregory,1917,3,1,2,0,0,18,3,8,7,0
Groesbeck,4302,5,0,0,0,5,55,6,46,3,0
Groves,15601,85,0,8,9,68,304,58,215,31,1
Gun Barrel City,6273,10,0,2,1,7,110,35,59,16,0
Gunter,1614,2,0,0,0,2,10,3,7,0,0
Hallettsville,2634,13,0,1,0,12,39,5,32,2,1
Haltom City,44582,126,2,46,21,57,1171,210,792,169,3
Hamilton,3008,10,0,3,0,7,35,12,22,1,0
Hamlin,1982,2,0,0,0,2,9,2,6,1,0
Harker Heights2,32527,65,0,14,17,34,529,68,419,42,4
Harlingen,65481,273,0,54,54,165,3152,443,2613,96,10
Haskell2,3234,8,0,1,0,7,34,10,15,9,0
Hawkins,1331,4,0,0,0,4,3,0,2,1,0
Hearne,4510,16,0,0,4,12,171,55,97,19,1
Heath,9179,12,0,5,1,6,46,9,34,3,0
Hedwig Village,2684,6,0,0,6,0,205,6,193,6,0
Helotes2,9881,2,0,1,0,1,81,13,63,5,1
Henderson,13226,74,4,8,3,59,512,60,428,24,1
Hereford,14733,81,0,1,5,75,310,67,217,26,2
Hewitt,15019,13,1,3,2,7,139,20,107,12,0
Hickory Creek,4933,5,0,4,0,1,57,5,48,4,0
Hidalgo,14281,50,0,8,0,42,125,14,103,8,0
Highland Park,9251,9,0,3,1,5,192,35,143,14,1
Highland Village,16721,8,0,5,0,3,108,9,96,3,0
Hill Country Village2,1109,3,0,0,0,3,22,3,18,1,0
Hillsboro,8476,17,0,0,3,14,262,15,232,15,0
Hollywood Park,3406,4,0,1,3,0,31,3,23,5,0
Hondo,9459,36,0,8,2,26,173,23,137,13,1
Honey Grove2,1718,2,0,1,1,0,23,10,11,2,0
Hooks,2743,2,0,0,0,2,18,4,10,4,0
Horizon City,20131,7,0,0,1,6,101,12,85,4,1
Horseshoe Bay,4030,7,0,2,0,5,28,10,17,1,0
Houston,2355606,25257,275,1249,9147,14586,101750,17038,71614,13098,485
Howe,3432,3,1,0,0,2,20,5,13,2,0
Hudson,4909,6,0,0,0,6,66,30,31,5,0
Hudson Oaks,2515,6,0,0,3,3,66,5,56,5,0
Humble,16157,189,1,34,58,96,1681,110,1394,177,1
Huntington,2107,3,0,0,0,3,26,13,11,2,0
Hurst2,39196,82,1,17,30,34,1402,93,1220,89,2
Hutchins,5776,23,1,0,10,12,212,49,122,41,1
Idalou2,2289,10,0,6,0,4,9,1,6,2,0
Ingleside,10366,23,0,11,0,12,174,41,115,18,0
Ingram,1888,1,0,0,0,1,28,10,16,2,0
Iowa Park,6369,3,0,1,0,2,48,8,36,4,0
Irving,245423,617,5,56,294,262,5982,719,4552,711,16
Jacinto City,10632,13,0,0,5,8,228,20,176,32,0
Jacksboro,4353,6,0,2,0,4,34,10,21,3,0
Jarrell,1800,1,0,1,0,0,12,4,6,2,0
Jasper,7647,28,1,0,0,27,363,80,259,24,1
Jefferson,1945,6,0,0,1,5,12,10,1,1,0
Jersey Village2,8006,18,0,0,8,10,185,58,97,30,0
Jones Creek,2110,2,0,0,1,1,13,2,11,0,0
Jonestown,2118,9,0,3,2,4,37,6,29,2,0
Joshua2,8115,6,0,0,1,5,54,12,36,6,0
Jourdanton,4537,1,0,0,0,1,10,2,7,1,0
Karnes City,3439,9,0,0,0,9,47,17,29,1,0
Katy,19966,60,0,20,19,21,793,61,693,39,0
Kaufman,7580,17,0,4,2,11,149,19,115,15,0
Keene,6584,10,0,1,2,7,46,19,23,4,0
Keller,48387,25,0,4,3,18,349,33,302,14,0
Kenedy2,3465,43,0,2,2,39,140,37,87,16,1
Kennedale2,8792,19,0,5,3,11,133,27,97,9,1
Kerens2,1532,9,0,0,0,9,13,7,5,1,1
Kermit,6321,22,1,0,1,20,135,58,61,16,2
Kerrville2,23902,50,1,8,1,40,301,19,264,18,2
Kilgore,15047,46,2,6,7,31,316,59,231,26,0
Killeen,151832,583,14,105,124,340,3432,818,2296,318,29
Kingsville,25401,130,1,26,14,89,753,183,553,17,2
Kirby,8841,22,0,2,4,16,158,53,76,29,1
Knox City,1110,2,0,1,0,1,26,14,11,1,0
Kountze,2094,6,0,0,0,6,28,10,16,2,0
Kyle,49855,68,1,12,14,41,659,61,537,61,1
Lacy-Lakeview,6720,17,0,9,2,6,194,36,145,13,1
La Feria,7341,19,0,1,1,17,135,30,104,1,0
Lago Vista,7255,18,0,10,0,8,56,19,36,1,2
La Grange,4630,19,0,9,0,10,85,10,70,5,1
La Grulla,1709,6,0,0,0,6,3,2,1,0,0
Laguna Vista,3163,5,0,2,2,1,27,8,17,2,0
Lake Dallas2,8052,22,1,3,2,16,117,20,84,13,1
Lake Jackson,27624,57,2,10,12,33,703,84,597,22,2
Lakeside,1614,3,0,0,0,3,26,5,16,5,0
"Lakeview, Harrison County2",6361,5,0,1,0,4,48,5,39,4,0
Lakeway,16248,9,0,1,3,5,146,21,120,5,0
Lake Worth,4993,6,0,1,2,3,337,53,272,12,0
La Marque,17088,71,2,10,17,42,776,103,617,56,0
Lamesa,8997,74,2,7,12,53,398,109,271,18,1
Lampasas,8067,15,0,3,1,11,206,20,180,6,1
Lancaster,39795,147,0,8,53,86,1014,155,680,179,2
La Porte2,35622,83,1,15,15,52,520,73,392,55,0
Laredo2,264916,836,4,104,164,564,4692,708,3726,258,39
La Vernia,1472,1,0,0,0,1,11,4,6,1,0
Lavon,3755,4,0,0,1,3,22,1,21,0,0
League City2,109401,121,3,56,14,48,1487,192,1209,86,4
Leander2,61314,67,0,32,7,28,520,48,439,33,4
Leon Valley,11644,14,1,0,4,9,539,51,436,52,0
Levelland,13530,140,2,22,8,108,405,113,269,23,0
Lewisville,108000,239,2,54,67,116,2125,266,1623,236,14
Liberty,9471,26,0,5,2,19,216,29,181,6,1
Liberty Hill,2757,2,0,1,0,1,17,7,8,2,0
Linden,1926,3,0,0,1,2,32,8,22,2,0
Littlefield,5911,30,0,5,3,22,126,30,86,10,0
Live Oak,16280,33,0,2,9,22,645,41,570,34,2
Livingston,5112,16,1,6,2,7,297,13,254,30,3
Lockhart,14079,2,0,1,1,0,154,29,116,9,2
Longview,81783,374,4,62,63,245,2410,411,1809,190,4
Lorena,1776,11,0,2,0,9,32,1,28,3,0
Los Fresnos,7992,53,0,1,1,51,124,12,108,4,0
Lubbock,259208,2613,10,268,468,1867,11940,2391,8324,1225,85
Lufkin2,35555,184,1,28,35,120,1558,261,1181,116,3
Luling,6027,25,0,7,0,18,107,12,90,5,0
Lumberton,13084,22,1,2,1,18,151,18,122,11,0
Lyford,2545,4,0,3,0,1,22,6,14,2,0
Lytle,3073,1,0,0,1,0,93,11,69,13,1
Madisonville,4776,20,0,1,3,16,28,6,17,5,0
Manor,12379,48,0,11,3,34,249,28,203,18,6
Mansfield2,72979,65,1,24,13,27,766,87,633,46,1
Manvel,12721,10,0,0,1,9,104,37,56,11,2
Marble Falls,7047,23,0,5,1,17,251,52,191,8,1
Marfa,1682,5,0,1,0,4,7,1,6,0,1
Marshall3,23036,121,3,3,16,99,,207,,45,3
Mathis,4768,21,1,2,3,15,112,31,72,9,3
McAllen,144915,140,1,33,39,67,3595,152,3415,28,3
McGregor,5235,21,0,5,2,14,34,11,22,1,0
McKinney,200615,287,2,61,42,182,1993,255,1572,166,8
Meadows Place,4616,5,0,0,1,4,148,14,121,13,0
Melissa,11195,7,0,2,0,5,76,10,65,1,0
Memorial Villages,12472,8,0,0,1,7,75,18,56,1,0
Mercedes,16882,67,0,7,8,52,667,83,559,25,0
Merkel,2623,17,0,8,2,7,17,7,7,3,1
Mesquite,143078,685,6,45,244,390,5197,661,3660,876,7
Mineola,4804,5,0,0,0,5,87,8,70,9,0
Mineral Wells,14872,22,1,3,3,15,457,153,274,30,3
Mission,85705,105,1,37,23,44,1618,161,1387,70,3
Missouri City2,75747,107,1,13,26,67,811,109,645,57,4
Monahans,7770,36,1,5,1,29,135,18,106,11,0
Mont Belvieu,6647,11,0,1,1,9,168,16,121,31,0
Morgans Point Resort,4637,5,0,3,1,1,10,3,5,2,0
Mount Pleasant2,16307,90,2,26,11,51,465,72,369,24,2
Muleshoe,5029,3,0,0,0,3,20,5,14,1,0
Murphy,20962,9,0,2,2,5,105,9,92,4,0
Mustang Ridge2,1001,11,0,2,0,9,35,3,23,9,0
Nacogdoches,33613,111,2,12,27,70,864,159,647,58,2
Naples2,1302,1,0,0,0,1,8,4,4,0,0
Nash,3783,41,0,2,2,37,58,15,43,0,0
Natalia,1602,4,0,1,0,3,16,3,10,3,0
Navasota,7795,37,0,8,3,26,212,82,100,30,0
Nederland,17557,62,1,13,6,42,332,52,243,37,0
Needville,3094,1,0,0,1,0,2,0,2,0,0
New Boston,4663,72,0,0,0,72,211,37,172,2,0
New Braunfels,88706,219,2,21,25,171,1120,209,805,106,3
Newton2,2346,6,0,3,0,3,38,15,21,2,0
Nixon,2482,6,0,0,0,6,11,5,3,3,2
Nocona,2975,2,0,0,0,2,20,10,10,0,0
Nolanville,5879,5,0,0,2,3,66,11,50,5,0
Northeast2,3404,1,0,1,0,0,49,6,39,4,0
Northlake,3341,5,0,2,0,3,58,8,43,7,2
North Richland Hills,71816,143,1,39,24,79,1279,153,990,136,1
Oak Ridge North,3174,3,0,0,1,2,37,2,33,2,0
Odessa,123468,1282,13,141,128,1000,3624,469,2656,499,17
Olmos Park2,2478,1,0,0,0,1,31,8,23,0,0
Olney,3091,14,0,1,1,12,48,25,19,4,0
Olton,2090,4,0,2,0,2,35,18,16,1,4
Onalaska,2852,9,0,1,0,8,61,27,20,14,0
Orange,18468,86,1,7,18,60,335,93,205,37,0
Ore City2,1230,5,0,0,0,5,25,17,7,1,0
Overton2,2510,1,0,0,0,1,18,7,10,1,0
Ovilla,4232,1,0,0,0,1,12,2,10,0,0
Oyster Creek2,1170,15,0,0,0,15,29,7,19,3,0
Palacios,4561,15,0,2,0,13,95,14,81,0,0
Palestine,18062,99,0,19,10,70,449,95,322,32,0
Palmer,2079,0,0,0,0,0,33,4,29,0,0
Palm Valley,1249,0,0,0,0,0,4,0,4,0,0
Pampa,17150,127,0,17,6,104,654,143,483,28,0
Panhandle,2322,7,0,0,0,7,25,12,8,5,0
Pantego,2556,11,1,0,4,6,134,7,96,31,0
Paris,24787,252,0,29,19,204,714,178,476,60,0
Parker,4951,0,0,0,0,0,30,3,27,0,0
Pasadena2,153689,839,8,82,182,567,3861,530,2789,542,7
Patton Village,2095,5,0,1,0,4,21,2,13,6,0
Pearland,126206,113,3,24,46,40,2071,247,1719,105,1
Pearsall,10604,6,0,0,1,5,133,51,69,13,0
Pecos2,10451,93,3,3,3,84,186,42,120,24,5
Pelican Bay2,1818,0,0,0,0,0,36,14,22,0,1
Penitas2,4915,7,0,1,0,6,95,27,63,5,2
Perryton,8577,11,0,2,0,9,104,24,74,6,0
Petersburg,1133,3,0,0,0,3,4,2,0,2,0
Pflugerville,66729,64,1,0,19,44,829,74,664,91,1
Pharr,80896,235,0,50,28,157,1423,235,1135,53,3
Pittsburg,4720,20,0,4,1,15,64,7,53,4,1
Plano,291611,431,3,90,144,194,4908,630,3831,447,14
Pleasanton2,10911,36,0,8,8,20,289,30,239,20,0
Ponder,2542,2,0,1,0,1,16,7,9,0,0
Port Aransas,4260,7,0,0,0,7,205,14,164,27,0
Port Arthur2,55084,344,9,29,84,222,1203,326,757,120,11
Port Isabel,5058,8,1,0,0,7,148,26,122,0,0
Portland,17604,20,0,1,5,14,318,33,269,16,1
Port Neches,12808,37,0,6,1,30,198,35,146,17,0
Poteet,3524,6,0,1,0,5,76,20,54,2,3
Prairie View,6543,5,0,0,2,3,31,11,19,1,0
Premont,2540,16,0,0,1,15,61,34,25,2,1
Primera,5103,3,0,0,0,3,59,8,47,4,0
Prosper2,24814,14,0,0,2,12,218,23,184,11,0
Queen City,1450,14,1,2,0,11,26,10,15,1,0
Ralls,1814,3,0,0,0,3,12,8,4,0,0
Rancho Viejo,2480,1,0,0,0,1,7,2,5,0,0
Raymondville,10894,126,0,7,4,115,243,108,130,5,3
Red Oak2,13429,17,0,0,9,8,307,77,210,20,0
Refugio,2757,3,0,0,0,3,21,5,13,3,0
"Reno, Lamar County",3333,8,0,0,1,7,49,5,42,2,0
"Reno, Parker County",3333,16,0,2,1,13,28,9,14,5,0
Richardson2,123893,178,4,28,63,83,2279,292,1742,245,3
Richland Hills,8060,39,1,7,13,18,286,32,213,41,0
Richmond,12086,45,0,8,6,31,224,36,178,10,1
Richwood,4007,3,0,3,0,0,69,13,49,7,2
Rio Grande City2,14607,14,0,0,0,14,269,59,186,24,2
Rio Hondo2,2806,7,1,0,0,6,17,8,9,0,0
Roanoke2,9563,12,0,2,3,7,113,17,91,5,0
Rockdale,5665,15,1,1,1,12,135,22,95,18,0
Rockport2,10854,26,0,6,3,17,441,106,303,32,2
Rockwall,46096,50,0,13,8,29,740,70,605,65,0
Roma,11527,24,0,5,1,18,108,27,63,18,2
Roman Forest,2031,3,0,0,0,3,9,0,8,1,0
Rosenberg,38936,148,0,33,22,93,684,131,489,64,0
Round Rock,132747,165,3,21,51,90,2235,165,2017,53,4
Royse City,13539,22,2,7,1,12,168,15,134,19,0
Runaway Bay,1579,0,0,0,0,0,3,1,2,0,0
Rusk,5582,5,0,0,0,5,93,23,65,5,0
Sabinal,1675,0,0,0,0,0,21,7,14,0,0
Sachse,26926,13,0,3,1,9,185,24,146,15,0
Saginaw,24382,45,0,29,9,7,409,47,313,49,0
Salado,2375,2,0,0,0,2,32,20,9,3,0
San Angelo,101072,357,5,56,32,264,3173,512,2437,224,7
San Antonio,1559166,11046,105,1630,1965,7346,67422,8172,51469,7781,181
San Augustine,1850,0,0,0,0,0,0,0,0,0,0
San Benito,24394,161,1,25,14,121,946,164,746,36,3
San Diego,4226,7,0,0,0,7,0,0,0,0,0
San Elizario,9129,9,0,1,0,8,34,4,26,4,0
San Juan,37542,173,1,22,18,132,859,101,711,47,1
San Marcos,66279,241,8,78,26,129,1530,228,1176,126,1
San Saba,3152,8,0,1,0,7,57,24,29,4,0
Sansom Park Village,6000,8,0,0,3,5,113,41,50,22,1
Santa Fe2,13657,15,0,5,4,6,127,21,89,17,2
Santa Rosa,2767,0,0,0,0,0,9,3,5,1,0
Schertz,42337,78,0,22,9,47,559,67,458,34,1
Schulenburg,2929,25,0,2,0,23,43,14,28,1,0
Seabrook2,14611,20,0,10,2,8,198,32,146,20,0
Seagoville2,17120,14,0,2,5,7,355,73,186,96,0
Seagraves,2904,16,0,1,1,14,31,9,20,2,0
Sealy,6593,11,0,0,2,9,121,36,73,12,0
Seguin,30244,84,1,11,18,54,714,104,567,43,1
Selma,12054,19,1,5,1,12,258,21,220,17,1
Seminole,7784,11,0,2,0,9,83,18,58,7,0
Seven Points,1534,8,0,1,0,7,47,11,29,7,0
Seymour,2600,5,0,1,0,4,25,5,16,4,0
Shavano Park,4052,2,0,0,0,2,20,4,16,0,0
Shenandoah,3077,12,0,5,3,4,265,17,227,21,0
Sherman2,43002,179,3,32,27,117,1122,241,790,91,4
Shiner,2181,2,0,1,0,1,3,1,2,0,0
Silsbee,6650,14,1,0,1,12,69,7,47,15,1
Sinton2,5373,46,0,10,2,34,190,40,136,14,0
Slaton,5877,24,0,2,2,20,203,40,139,24,2
Smithville2,4565,2,0,0,0,2,62,11,48,3,3
Snyder2,11161,160,0,7,3,150,226,74,134,18,4
Socorro,34841,43,0,5,4,34,299,38,232,29,1
Sonora2,2736,3,0,1,0,2,14,3,7,4,0
Sour Lake2,1887,9,0,2,0,7,25,6,14,5,0
South Houston,17655,82,1,6,33,42,453,85,268,100,0
Southlake,33049,10,0,0,5,5,387,30,337,20,0
South Padre Island,2805,44,0,20,6,18,365,18,318,29,0
Southside Place,1902,3,0,0,2,1,13,2,10,1,0
Spearman,3275,3,0,0,0,3,8,3,3,2,0
Splendora,2199,8,0,1,2,5,29,11,6,12,0
Springtown,3102,3,0,0,0,3,63,8,55,0,0
Spring Valley,4414,1,0,0,1,0,85,3,70,12,0
Stafford,18380,109,1,24,31,53,592,60,490,42,0
Stamford,2898,4,0,0,0,4,40,15,24,1,0
Stephenville,21748,39,0,16,7,16,393,69,313,11,0
Stratford,2103,0,0,0,0,0,5,1,4,0,0
Sullivan City2,4152,44,0,4,0,40,59,10,47,2,0
Sulphur Springs2,16220,33,0,6,7,20,169,20,118,31,0
Sunset Valley,683,5,0,0,2,3,135,4,126,5,0
Surfside Beach,594,1,0,1,0,0,24,3,19,2,0
Sweeny,3745,8,0,1,3,4,68,12,55,1,0
