City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
Green Cove Springs,8505,30,0,8,3,19,182,27,144,11,0
Gretna,1509,5,0,1,3,1,10,10,0,0,0
Groveland,15667,26,0,6,3,17,235,33,190,12,0
Gulf Breeze,6843,5,1,0,0,4,71,11,58,2,1
Gulfport,12449,28,0,4,5,19,391,30,322,39,1
Gulf Stream,891,2,0,0,0,2,15,2,12,1,0
Haines City,25746,45,1,2,16,26,493,50,407,36,1
Hallandale Beach,40297,178,2,12,57,107,1244,97,1028,119,1
Havana,1701,2,0,0,0,2,59,17,29,13,0
Hialeah,240688,503,6,30,159,308,4893,342,3985,566,11
Hialeah Gardens,24337,30,0,1,2,27,624,52,524,48,1
Highland Beach,3951,4,0,2,0,2,40,6,28,6,0
High Springs,6252,28,0,3,1,24,152,34,110,8,0
Hillsboro Beach,2038,2,0,0,1,1,12,0,11,1,0
Holly Hill,12403,46,0,2,10,34,335,59,236,40,1
Hollywood,156643,456,10,45,148,253,4159,536,3187,436,5
Holmes Beach,4355,0,0,0,0,0,42,5,36,1,0
Homestead,71757,684,4,35,303,342,2272,184,1957,131,8
Howey-in-the-Hills,1185,3,0,0,0,3,15,2,12,1,0
Hypoluxo,2808,2,0,0,2,0,38,3,29,6,0
Indialantic,2937,4,0,0,1,3,63,6,50,7,0
Indian Creek Village,92,0,0,0,0,0,0,0,0,0,0
Indian Harbour Beach,8616,4,0,0,1,3,85,5,76,4,0
Indian River Shores,4302,0,0,0,0,0,9,0,9,0,0
Indian Rocks Beach,4315,8,0,2,0,6,67,6,55,6,0
Indian Shores,3816,1,0,0,0,1,23,1,21,1,0
Jacksonville,909142,5886,129,554,1294,3909,30088,4906,22373,2809,82
Jacksonville Beach,23974,113,1,24,21,67,856,58,743,55,1
Jasper,4057,5,0,0,0,5,40,7,31,2,0
Jay,632,2,0,1,1,0,7,1,5,1,0
Jennings,862,3,0,0,0,3,5,1,4,0,0
Juno Beach,3709,1,0,0,1,0,37,8,25,4,0
Jupiter,66906,118,2,17,22,77,1035,79,895,61,4
Jupiter Inlet Colony,459,1,0,0,0,1,0,0,0,0,0
Jupiter Island,934,1,0,0,0,1,6,0,6,0,0
Kenneth City,5074,18,0,4,3,11,134,7,117,10,0
Key Biscayne,13248,5,0,1,2,2,175,11,146,18,0
Key Colony Beach,816,0,0,0,0,0,7,1,6,0,0
Key West,24554,96,0,17,11,68,734,72,591,71,1
Kissimmee,75544,368,3,42,54,269,1899,257,1504,138,4
Lady Lake,15835,16,0,1,0,15,281,19,237,25,0
Lake Alfred,6123,3,0,0,0,3,37,12,21,4,0
Lake City,12141,161,2,4,28,127,781,129,639,13,2
Lake Clarke Shores,3657,4,0,0,0,4,43,7,33,3,0
Lake Hamilton,1472,2,0,0,0,2,55,20,30,5,0
Lake Helen,2837,3,0,0,0,3,28,5,18,5,0
Lakeland,112237,350,7,63,97,183,3230,438,2589,203,7
Lake Mary,17778,20,0,2,1,17,204,35,154,15,0
Lake Park,8670,86,2,7,32,45,700,40,605,55,2
Lake Placid,2459,14,0,1,5,8,105,14,91,0,0
Lake Wales,16901,55,0,1,8,46,358,54,275,29,1
Lake Worth,38703,409,6,37,145,221,1201,183,884,134,4
Lantana,12033,78,0,8,23,47,561,48,470,43,0
Largo,85740,329,5,71,74,179,2348,202,1991,155,10
Lauderdale-by-the-Sea,6745,17,1,3,0,13,96,6,82,8,0
Lauderdale Lakes,36784,329,2,28,77,222,965,103,750,112,8
Lauderhill,72746,571,13,42,103,413,2131,361,1541,229,6
Lawtey,722,4,0,0,0,4,5,2,3,0,1
Leesburg,23527,172,1,20,31,120,1194,199,895,100,3
Lighthouse Point,11403,9,0,1,4,4,183,13,153,17,0
Live Oak,6988,64,0,0,8,56,160,76,71,13,0
Longboat Key,7379,0,0,0,0,0,59,7,52,0,0
Longwood,15320,44,0,4,9,31,399,65,305,29,0
Loxatachee Groves,3614,11,0,1,1,9,102,9,76,17,0
Lynn Haven,21859,29,0,5,4,20,310,38,250,22,0
Madeira Beach,4346,14,0,2,1,11,142,9,129,4,0
Maitland,18222,28,0,2,3,23,339,85,225,29,0
Manalapan,474,3,0,0,0,3,18,3,15,0,0
Mangonia Park,2033,33,0,3,11,19,177,10,160,7,1
Marco Island,18124,7,0,1,2,4,83,7,74,2,0
Margate,59371,99,1,9,28,61,935,99,731,105,2
Marianna,7034,65,0,6,7,52,185,57,110,18,0
Mascotte,5977,49,2,1,3,43,129,52,72,5,1
Medley,896,11,0,0,3,8,179,28,130,21,0
Melbourne,83668,579,1,80,87,411,2802,439,2219,144,15
Melbourne Beach,3313,2,0,0,0,2,30,3,26,1,0
Melbourne Village,702,0,0,0,0,0,14,1,12,1,0
Mexico Beach,1243,4,0,0,0,4,29,8,19,2,0
Miami,480505,2850,43,152,769,1886,17624,1771,14219,1634,37
Miami Beach,92185,852,6,92,284,470,6977,717,5894,366,10
Miami Gardens,113786,841,26,14,244,557,4311,371,3467,473,12
Miami Lakes,31907,33,0,3,14,16,600,34,499,67,0
Miami Shores,10572,23,0,1,11,11,572,57,493,22,0
Miami Springs,14374,36,0,6,11,19,381,39,301,41,0
Milton,10460,20,0,6,3,11,187,73,102,12,0
Minneola,12506,15,0,2,3,10,108,21,71,16,1
Miramar,143334,310,3,29,71,207,1947,191,1490,266,3
Monticello,2413,6,0,0,2,4,60,23,35,2,0
Mount Dora,14491,64,0,2,10,52,568,103,426,39,0
Naples,22369,11,1,2,1,7,323,29,275,19,0
Neptune Beach,7332,12,0,0,3,9,112,14,90,8,0
New Port Richey,16703,132,0,10,22,100,505,79,407,19,1
New Smyrna Beach,27743,67,0,0,10,57,562,107,424,31,0
Niceville,15947,11,0,1,0,10,204,24,169,11,0
North Bay Village,8425,13,0,1,4,8,104,3,78,23,0
North Lauderdale,44808,230,7,32,71,120,817,81,639,97,2
North Miami,63547,507,4,28,166,309,2425,275,1890,260,5
North Miami Beach,46307,279,1,21,94,163,1566,176,1254,136,3
North Palm Beach,13273,10,0,1,2,7,111,14,80,17,0
North Port,70181,95,1,22,8,64,967,89,847,31,3
North Redington Beach,1485,1,0,1,0,0,7,0,6,1,0
Oakland,3160,17,0,0,3,14,63,36,21,6,0
Oakland Park,45857,294,3,28,86,177,1770,229,1400,141,2
Ocala,60932,493,7,52,108,326,2548,252,2131,165,17
Ocean Ridge,1978,1,0,0,0,1,31,6,20,5,0
Ocoee,49451,155,3,14,38,100,1333,196,1052,85,3
Okeechobee,5741,13,0,0,3,10,196,15,166,15,0
Oldsmar,14990,17,0,5,4,8,215,17,188,10,1
Opa Locka,16501,323,11,10,67,235,1013,188,712,113,4
Orange City,11920,24,0,2,4,18,645,42,573,30,0
Orange Park,8852,13,0,4,1,8,153,19,123,11,1
Orlando,292120,2157,25,204,536,1392,14100,1464,11362,1274,15
Ormond Beach,44005,133,1,13,15,104,1119,158,894,67,2
Oviedo,42684,56,0,17,11,28,292,58,219,15,0
Pahokee,6335,59,0,6,3,50,160,34,116,10,2
Palatka,10450,53,0,1,11,41,499,71,408,20,0
Palm Bay,115520,396,8,71,59,258,1981,334,1499,148,5
Palm Beach,8884,8,0,0,0,8,97,15,69,13,0
Palm Beach Gardens,57236,78,1,9,22,46,1295,71,1173,51,0
Palm Beach Shores,1278,2,0,0,0,2,21,6,13,2,0
Palmetto,13855,78,1,8,8,61,353,39,297,17,0
Palmetto Bay,24730,43,0,9,12,22,649,71,540,38,1
Palm Springs,25303,161,1,5,35,120,957,131,757,69,0
Panama City,37199,228,2,5,42,179,1914,384,1308,222,7
Panama City Beach,13266,133,2,20,16,95,842,90,748,4,0
Parker,4616,21,0,5,2,14,100,25,68,7,0
Parkland,35244,9,0,2,2,5,189,16,151,22,0
Pembroke Park,6798,51,2,4,10,35,216,31,162,23,1
Pembroke Pines,174641,355,7,36,71,241,3344,205,2873,266,1
Pensacola,52801,312,3,35,38,236,1888,287,1508,93,3
Perry,6918,70,0,2,3,65,288,98,174,16,0
Pinellas Park,53589,206,3,40,52,111,2038,192,1753,93,4
Plantation,95474,211,2,10,91,108,2578,161,2152,265,4
Plant City,39725,162,3,6,31,122,1073,90,872,111,7
Pompano Beach,113536,900,8,73,317,502,4277,661,3058,558,8
Ponce Inlet,3315,0,0,0,0,0,32,6,24,2,0
Port Orange,65278,30,0,1,6,23,1178,157,946,75,0
Port St. Joe,3579,7,0,0,1,6,40,11,28,1,0
Port St. Lucie,199433,293,7,43,47,196,1696,177,1438,81,4
Punta Gorda,20458,18,0,0,4,14,278,11,260,7,0
Quincy,7143,55,1,4,11,39,345,242,96,7,1
Redington Beaches,1488,0,0,0,0,0,26,2,20,4,0
Riviera Beach,35130,346,7,20,71,248,1466,186,1141,139,7
Rockledge,28078,62,1,6,7,48,389,59,289,41,3
Royal Palm Beach,40802,57,1,7,10,39,655,31,581,43,1
Safety Harbor,18178,17,1,3,1,12,165,20,139,6,0
Sanford,60844,497,2,62,116,317,2127,315,1689,123,1
Sanibel,7525,3,0,0,0,3,45,3,42,0,0
Sarasota,58470,319,4,28,66,221,1857,264,1462,131,1
Satellite Beach,11219,11,0,2,1,8,69,16,45,8,0
Sea Ranch Lakes,626,0,0,0,0,0,11,0,11,0,0
Sebastian,26232,19,0,6,4,9,297,20,262,15,0
Sebring,11008,57,6,9,13,29,481,131,339,11,2
Seminole,19073,24,0,4,4,16,507,35,457,15,1
Sewall's Point,2244,2,0,0,2,0,12,0,11,1,0
Sneads,1792,4,0,0,0,4,26,15,3,8,0
South Bay,5225,36,1,2,6,27,92,13,73,6,1
South Daytona,13159,30,0,1,6,23,211,54,132,25,0
South Miami,12284,39,1,1,10,27,475,84,366,25,0
South Palm Beach,1486,0,0,0,0,0,3,0,3,0,0
South Pasadena,5137,4,0,0,0,4,130,8,119,3,0
Southwest Ranches,8061,7,0,1,1,5,146,29,94,23,0
Springfield,9517,51,0,5,13,33,309,87,192,30,1
Starke,5402,43,1,0,3,39,212,14,185,13,0
St. Augustine,14778,107,1,19,14,73,440,58,357,25,3
St. Augustine Beach,7137,4,0,1,0,3,85,9,75,1,0
St. Cloud,56560,106,2,16,5,83,636,102,498,36,4
St. Pete Beach,9689,15,0,5,2,8,205,16,177,12,0
St. Petersburg,267696,1594,17,125,297,1155,8592,1044,6765,783,27
Stuart,16424,53,2,13,9,29,402,27,355,20,1
Sunny Isles Beach,22476,33,1,7,7,18,355,20,307,28,0
Sunrise,96919,191,4,17,63,107,2014,157,1673,184,3
Surfside,5829,6,0,1,0,5,130,11,113,6,0
Sweetwater,21747,16,0,0,4,12,228,2,209,17,0
Tallahassee,195104,1359,20,197,252,890,7763,1187,5897,679,9
Tamarac,66799,186,3,17,51,115,1381,126,1112,143,1
Tampa,400501,1622,31,120,285,1186,6523,1022,4978,523,38
Tarpon Springs,25841,102,3,14,10,75,537,70,439,28,2
Tavares,17962,47,0,8,4,35,273,79,166,28,0
Temple Terrace,26725,71,0,11,14,46,565,99,424,42,0
Tequesta,6195,7,1,0,0,6,43,16,27,0,0
Titusville,46866,377,2,37,52,286,1492,289,1031,172,5
Treasure Island,6978,17,1,2,1,13,173,16,150,7,0
Trenton,2141,4,0,0,1,3,14,7,6,1,0
Umatilla,3852,7,0,0,0,7,92,24,59,9,2
Valparaiso,5218,7,0,1,0,6,48,17,26,5,0
Venice,23726,20,1,1,3,15,283,30,242,11,0
Vero Beach,17503,54,0,6,8,40,343,46,275,22,1
Village of Pinecrest,19760,18,0,2,4,12,414,58,333,23,0
Virginia Gardens,2460,5,0,0,2,3,40,5,31,4,0
Wauchula,4890,20,0,2,3,15,172,58,106,8,0
Welaka,712,1,0,0,1,0,7,1,6,0,0
Wellington,66331,65,0,14,11,40,787,59,669,59,1
Westlake,380,2,0,0,0,2,3,3,0,0,0
West Melbourne,24077,32,0,3,5,24,521,53,449,19,0
West Miami,8362,12,0,0,2,10,93,11,73,9,0
Weston,71946,33,1,12,8,12,362,34,288,40,0
West Palm Beach,112798,859,17,79,304,459,4231,464,3314,453,18
West Park,15246,85,3,8,18,56,430,59,300,71,1
White Springs,766,6,0,0,0,6,23,5,16,2,0
Wildwood,7310,48,0,3,7,38,250,122,111,17,0
Williston,2713,14,0,2,0,12,95,22,62,11,0
Wilton Manors,12948,62,1,7,25,29,434,67,334,33,1
Windermere,3588,7,0,0,0,7,33,17,10,6,0
Winter Garden,46750,181,2,13,27,139,1112,111,918,83,3
Winter Haven,44211,187,3,22,25,137,1126,181,884,61,4
Winter Park,31494,70,2,9,13,46,759,139,551,69,2
Winter Springs,37854,46,0,12,4,30,249,65,157,27,0
Zephyrhills,15836,49,1,8,7,33,602,67,513,22,3
