City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
Mulberry,522,0,0,0,0,0,14,4,10,0,0
Mulvane,6451,15,0,2,1,12,122,14,103,5,0
Neodesha,2289,7,0,1,0,6,20,5,14,1,0
Newton,18697,91,1,21,9,60,415,77,316,22,7
North Newton,1752,0,0,0,0,0,7,2,5,0,0
Norton,2754,6,0,1,1,4,42,11,28,3,1
Olathe4,141371,290,4,76,35,175,1604,123,1290,191,8
Osage City,2807,19,0,0,0,19,28,9,15,4,0
Osawatomie,4245,13,0,2,1,10,32,8,22,2,1
Oswego,1682,1,0,0,0,1,11,2,6,3,0
Ottawa2,12221,28,0,9,1,18,,28,,14,2
Ozawkie,618,0,0,0,0,0,0,0,0,0,0
Paola,5676,13,0,3,1,9,76,3,65,8,0
Park City,7779,18,0,4,2,12,147,33,105,9,1
Peabody,1098,3,0,2,0,1,27,12,14,1,0
Perry,902,0,0,0,0,0,1,0,1,0,0
Pittsburg2,20168,91,0,17,4,70,,71,,101,6
Prairie Village,22508,29,0,2,3,24,243,33,182,28,0
Pratt,6606,18,0,5,1,12,112,27,81,4,0
Rose Hill,3969,6,0,1,0,5,32,3,27,2,0
Russell,4455,18,0,0,2,16,61,21,36,4,1
Salina,46567,213,2,30,27,154,1726,212,1382,132,9
Scott City,3799,8,0,0,0,8,14,1,13,0,1
Sedgwick,1635,4,0,1,0,3,16,1,14,1,0
Seneca,2058,7,0,0,0,7,28,2,26,0,2
Shawnee2,66300,141,1,7,10,123,,96,,119,7
Spearville,795,0,0,0,0,0,0,0,0,0,0
Sterling,2194,3,0,2,0,1,32,13,18,1,0
St. Marys3,2636,1,0,0,0,1,,,13,2,0
Tonganoxie3,5591,4,0,0,0,4,,,26,4,0
Topeka,125655,895,13,74,243,565,6271,905,4404,962,3
Troy,969,0,0,0,0,0,4,0,4,0,0
Ulysses,5709,15,1,0,0,14,36,10,25,1,0
Valley Center,7376,6,0,4,0,2,38,8,28,2,0
Wamego,4808,14,0,1,3,10,76,6,61,9,0
Waverly,548,0,0,0,0,0,0,0,0,0,0
Wellington,7698,29,0,2,0,27,218,41,168,9,3
Wellsville,1795,4,0,0,0,4,22,2,18,2,0
Wichita,390080,4451,35,367,461,3588,20759,2677,15777,2305,125
Winfield,12023,33,1,0,2,30,403,62,309,32,3
