City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
Maplewood,8108,26,0,0,7,19,594,39,523,32,3
Marble Hill,1463,1,0,0,0,1,20,4,14,2,0
Marshall,12915,59,1,14,5,39,263,45,204,14,3
Marshfield,7566,7,0,0,1,6,236,46,179,11,0
Martinsburg,297,0,0,0,0,0,0,0,0,0,0
Maryland Heights,26964,56,0,12,13,31,761,68,614,79,1
Maryville,11643,8,0,0,2,6,130,15,109,6,0
Matthews,597,1,0,0,0,1,15,2,12,1,0
Merriam Woods,1870,1,0,0,0,1,10,4,5,1,0
Mexico,11529,9,1,4,1,3,398,55,328,15,0
Moberly,13559,83,0,3,1,79,275,67,197,11,1
Moline Acres,2352,22,1,2,3,16,90,17,56,17,
Monroe City,2439,2,0,0,0,2,12,2,10,0,0
Montgomery City,2647,0,0,0,0,0,36,10,22,4,1
Morehouse,865,0,0,0,0,0,5,2,3,0,1
Moscow Mills3,3298,4,0,1,0,3,48,8,34,6,0
Mound City,1025,0,0,0,0,0,25,9,14,2,0
Mountain Grove,4681,20,0,1,0,19,82,15,55,12,0
Mount Vernon,4504,0,0,0,0,0,132,13,107,12,1
Neosho,12076,29,0,6,4,19,394,60,315,19,3
Nevada,8237,21,1,8,1,11,461,50,389,22,
New Florence,708,0,0,0,0,0,11,4,7,0,
New Franklin,1072,0,0,0,0,0,0,0,0,0,0
New Haven,2071,2,0,0,0,2,20,1,18,1,0
Niangua,426,0,0,0,0,0,0,0,0,0,0
Nixa3,22235,29,1,5,1,22,209,12,175,22,0
Noel,1833,5,0,0,0,5,45,14,23,8,0
North Kansas City,4573,29,1,7,7,14,377,19,278,80,0
Northmoor,349,4,0,0,1,3,16,6,8,2,0
Oak Grove,8226,17,0,3,3,11,138,18,108,12,0
Odessa3,5190,9,0,0,1,8,43,7,33,3,0
O'Fallon,89611,114,1,16,9,88,1015,75,867,73,1
Old Monroe,285,0,0,0,0,0,2,1,1,0,0
Oregon,755,0,0,0,0,0,5,2,3,0,0
Oronogo,2694,1,0,1,0,0,22,2,16,4,0
Osage Beach3,4598,25,0,7,0,18,283,28,232,23,0
Osceola,900,0,0,0,0,0,0,0,0,0,0
Owensville,2574,3,0,2,0,1,115,18,82,15,0
Ozark,20490,60,0,5,7,48,457,32,403,22,1
Pacific,7265,4,0,0,0,4,176,23,134,19,0
Pagedale,3293,64,3,3,10,48,99,17,62,20,
Palmyra,3606,0,0,0,0,0,113,4,106,3,0
Park Hills,8484,36,2,8,3,23,191,25,141,25,1
Parkville,7143,6,1,0,1,4,133,12,110,11,0
Peculiar,5417,7,0,1,0,6,99,27,62,10,
Perry,694,0,0,0,0,0,2,2,0,0,0
Perryville,8466,28,0,5,2,21,231,38,184,9,0
Piedmont,1915,3,0,0,0,3,47,17,27,3,1
Pilot Grove,758,3,0,0,0,3,3,0,3,0,0
Pilot Knob,719,1,0,0,0,1,11,3,7,1,1
Pineville,801,0,0,0,0,0,0,0,0,0,0
Platte City,5002,7,0,1,2,4,58,6,37,15,0
Platte Woods,409,0,0,0,0,0,0,0,0,0,0
Pleasant Valley,3073,1,0,0,0,1,35,4,20,11,0
Portageville,2964,16,0,1,0,15,50,5,40,5,0
Potosi3,2609,15,0,5,1,9,174,12,146,16,1
Raymore,22121,17,0,3,3,11,291,26,251,14,0
Raytown,28932,200,9,20,49,122,1294,255,826,213,6
Republic,16715,31,0,5,2,24,277,25,237,15,0
Rich Hill,1323,0,0,0,0,0,0,0,0,0,0
Richland,1757,9,0,0,1,8,54,12,39,3,0
Richmond,5615,42,0,3,0,39,210,53,151,6,3
Risco,310,0,0,0,0,0,0,0,0,0,0
Riverside,3522,15,0,2,1,12,218,21,164,33,0
Riverview,2836,50,4,2,4,40,96,30,42,24,7
Rockaway Beach,880,1,0,0,0,1,0,0,0,0,0
Rock Hill,4620,6,1,0,0,5,63,11,46,6,0
Rogersville,3888,4,0,0,0,4,54,9,40,5,0
Rolla,20482,109,0,16,6,87,814,164,604,46,
Rutledge,111,0,0,0,0,0,0,0,0,0,0
Salem3,4895,6,0,0,0,6,90,10,77,3,0
Sarcoxie,1321,2,0,0,0,2,50,9,36,5,1
Savannah,5212,1,0,0,0,1,43,6,28,9,0
Scott City3,4493,11,0,3,0,8,90,18,68,4,0
Sedalia,21742,188,1,16,9,162,954,175,714,65,7
Seligman,848,1,0,0,0,1,12,4,6,2,0
Seneca,2392,0,0,0,0,0,51,8,38,5,1
Smithville,10503,15,0,1,0,14,109,15,87,7,0
Sparta,1937,1,0,0,0,1,18,5,11,2,0
Springfield,169235,2571,11,356,319,1885,13188,2068,9436,1684,64
Ste. Genevieve,4445,9,0,0,0,9,45,2,41,2,0
St. Joseph,75872,431,2,124,54,251,4355,584,3132,639,11
St. Louis,300521,5792,194,265,1475,3858,18582,3044,12540,2998,169
St. Marys,348,0,0,0,0,0,0,0,0,0,0
St. Peters,57697,139,0,21,13,105,1162,99,969,94,6
Strasburg,140,0,0,0,0,0,0,0,0,0,0
St. Robert,6034,21,0,2,4,15,406,71,319,16,
Sugar Creek,3269,24,0,6,4,14,110,26,60,24,0
Sullivan,7111,41,0,10,6,25,323,74,216,33,2
Summersville,487,6,0,0,0,6,3,1,2,0,0
Sunrise Beach,500,0,0,0,0,0,4,1,3,0,0
Sunset Hills,8480,11,0,0,4,7,175,13,144,18,0
Sweet Springs,1414,0,0,0,0,0,2,0,2,0,0
Tarkio,1422,0,0,0,0,0,4,1,3,0,0
Terre du Lac,2382,12,1,0,0,11,13,4,9,0,0
Trenton,5779,14,0,2,0,12,114,28,75,11,0
Truesdale,870,0,0,0,0,0,11,1,9,1,0
Van Buren,800,6,0,0,0,6,10,2,6,2,0
Vandalia,4072,1,0,0,0,1,30,0,28,2,0
Velda City,1373,14,0,0,2,12,41,17,18,6,0
Verona,606,6,0,2,1,3,2,0,1,1,0
Versailles,2450,9,0,1,0,8,55,1,54,0,0
Vinita Park,10979,159,7,6,33,113,600,153,366,81,2
Walnut Grove,803,0,0,0,0,0,15,8,7,0,0
Warrensburg,20435,60,0,18,6,36,616,60,521,35,8
Warsaw,2206,16,0,5,0,11,78,9,66,3,1
Warson Woods,1925,0,0,0,0,0,16,2,14,0,0
Washburn,439,0,0,0,0,0,0,0,0,0,0
Washington3,14064,37,0,5,4,28,481,38,411,32,0
Waynesville,5265,23,1,8,2,12,92,17,67,8,0
Wellsville,1144,3,0,0,0,3,12,3,8,1,0
Wentzville,42892,88,0,11,7,70,450,45,378,27,0
Weston,1829,0,0,0,0,0,15,4,10,1,0
West Plains,12284,52,0,10,2,40,709,126,496,87,0
Wheaton,693,0,0,0,0,0,0,0,0,0,0
Willard,5616,7,0,1,0,6,74,14,55,5,0
Willow Springs3,2103,13,0,4,0,9,71,22,41,8,1
