City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
Gilmanton,3754,7,0,4,0,3,23,5,18,0,0
Goffstown,18163,18,1,9,4,4,114,13,98,3,0
Gorham,2579,3,0,1,0,2,20,2,18,0,0
Grantham,2946,0,0,0,0,0,14,4,10,0,0
Greenland,4195,0,0,0,0,0,16,2,12,2,0
Hampstead,8662,7,0,3,0,4,48,1,45,2,0
Hampton,15616,31,1,3,4,23,138,13,114,11,2
Hampton Falls,2385,2,0,2,0,0,18,2,16,0,0
Hancock,1658,1,0,0,0,1,2,0,2,0,0
Hanover,11531,7,0,4,0,3,95,12,81,2,2
Haverhill,4568,16,0,5,1,10,71,9,57,5,1
Henniker,5009,12,0,5,0,7,45,5,35,5,0
Hillsborough,5990,12,1,5,0,6,56,13,39,4,1
Hinsdale,3888,5,2,1,0,2,94,11,80,3,0
Holderness,2109,0,0,0,0,0,14,2,11,1,0
Hollis,7976,5,1,3,0,1,29,7,19,3,1
Hooksett,14554,12,2,3,4,3,162,13,139,10,1
Hopkinton,5759,1,0,1,0,0,20,2,16,2,0
Hudson,25695,19,0,3,2,14,210,27,174,9,1
Jackson,856,0,0,0,0,0,6,1,5,0,0
Keene,22999,42,0,17,12,13,488,31,434,23,0
Kensington,2118,1,0,1,0,0,3,0,2,1,0
Kingston,6362,5,0,2,0,3,11,2,7,2,0
Laconia,16534,37,1,17,4,15,535,32,461,42,1
Lancaster,3219,5,0,0,0,5,29,7,22,0,2
Lebanon,13661,16,0,8,2,6,299,21,265,13,1
Lee,4494,1,0,1,0,0,17,1,14,2,1
Lincoln,1775,1,0,0,0,1,27,6,21,0,1
Lisbon,1583,0,0,0,0,0,11,3,6,2,0
Litchfield,8660,3,0,1,0,2,31,3,23,5,1
Littleton,5889,16,1,7,4,4,106,16,85,5,2
Londonderry,26567,20,1,6,2,11,173,16,139,18,0
Loudon,5660,4,1,1,1,1,43,4,31,8,0
Lyndeborough,1740,0,0,0,0,0,6,1,4,1,0
Madbury,1868,0,0,0,0,0,2,0,2,0,0
Madison,2613,3,1,0,0,2,28,3,25,0,0
Manchester,112895,678,6,62,133,477,2678,299,2225,154,14
Marlborough,2068,1,0,0,0,1,7,1,6,0,0
Mason,1441,1,0,0,0,1,5,1,4,0,0
Meredith,6424,16,0,8,0,8,107,23,76,8,0
Merrimack,26028,4,0,0,2,2,207,21,177,9,0
Middleton,1827,0,0,0,0,0,17,3,12,2,0
Milford,16121,11,0,6,1,4,78,5,71,2,0
Milton,4652,7,0,2,0,5,42,7,27,8,1
Mont Vernon,2603,2,0,1,0,1,5,0,5,0,0
Moultonborough,4174,0,0,0,0,0,26,4,22,0,0
Nashua,89586,129,1,69,20,39,1151,81,1016,54,10
New Boston,5856,2,0,1,0,1,15,1,13,1,0
Newbury,2245,0,0,0,0,0,15,3,11,1,0
New Castle,982,0,0,0,0,0,1,0,1,0,0
New Durham,2704,3,0,0,0,3,24,3,19,2,2
Newfields,1735,1,0,0,0,1,14,0,14,0,0
New Hampton,2216,4,0,2,0,2,12,2,7,3,0
Newington,810,5,0,0,1,4,113,2,110,1,0
New Ipswich,5408,3,0,2,0,1,20,4,14,2,0
Newmarket,9161,8,0,2,0,6,43,5,37,1,1
Newport,6348,6,1,0,2,3,94,8,72,14,1
Northfield,4940,7,0,2,1,4,67,15,46,6,0
North Hampton,4512,3,0,2,0,1,35,6,26,3,2
Northumberland,2111,4,0,1,0,3,24,2,21,1,0
Northwood,4302,2,0,0,0,2,31,3,26,2,0
Nottingham,5149,3,0,0,0,3,7,0,7,0,0
Orford,1302,1,0,0,0,1,3,0,3,0,0
Ossipee,4401,5,0,3,1,1,35,4,27,4,2
Pelham,14198,10,0,4,1,5,94,8,83,3,2
Pembroke,7240,12,0,9,0,3,59,10,45,4,0
Peterborough,6669,11,0,4,1,6,48,4,42,2,0
Pittsburg,807,0,0,0,0,0,5,0,4,1,0
Pittsfield,4142,15,0,5,1,9,21,3,16,2,0
Plainfield,2381,1,0,0,0,1,12,0,12,0,0
Plaistow,7734,4,0,0,0,4,97,5,87,5,1
Plymouth,6755,10,0,5,0,5,76,7,65,4,1
Portsmouth,21951,28,0,10,2,16,359,28,309,22,1
Raymond,10475,14,0,8,0,6,114,5,101,8,0
Rindge,6308,12,0,5,0,7,60,8,48,4,14
Rochester,31527,94,0,21,11,62,976,111,828,37,3
Rollinsford,2591,3,0,1,1,1,17,5,11,1,1
Rye,5464,0,0,0,0,0,42,2,35,5,0
Salem,29612,25,0,5,13,7,448,25,403,20,2
Sanbornton,2975,4,0,0,0,4,24,2,20,2,1
Sandown,6501,2,1,0,0,1,20,7,11,2,0
Sandwich,1358,0,0,0,0,0,13,2,11,0,0
Seabrook,8880,4,0,1,1,2,137,16,116,5,0
Somersworth,11979,15,0,8,5,2,353,25,317,11,2
South Hampton,829,0,0,0,0,0,5,2,3,0,0
Springfield,1342,0,0,0,0,0,0,0,0,0,0
Strafford,4205,0,0,0,0,0,7,2,4,1,0
Stratham,7479,2,0,0,0,2,44,1,41,2,0
Sugar Hill,579,0,0,0,0,0,1,0,0,1,0
Sunapee,3489,0,0,0,0,0,19,1,16,2,1
Tamworth,3077,2,0,0,1,1,14,0,12,2,0
Thornton,2513,1,0,0,1,0,9,3,6,0,0
Tilton,3557,12,0,3,2,7,200,8,184,8,1
Troy,2091,2,0,0,0,2,13,1,12,0,0
Tuftonboro,2414,1,0,0,0,1,12,5,6,1,0
Wakefield,5789,13,0,7,0,6,34,7,24,3,1
Warner,2953,1,0,0,0,1,34,4,28,2,0
Washington,1104,0,0,0,0,0,2,1,1,0,0
Waterville Valley,243,1,0,1,0,0,12,0,12,0,0
Weare,9111,4,0,2,0,2,26,11,12,3,0
Webster,1962,3,0,1,0,2,24,5,14,5,0
Whitefield,2201,4,0,0,1,3,7,1,6,0,0
Wilton,3768,6,0,5,0,1,20,7,13,0,0
Winchester,4192,8,0,4,1,3,34,6,23,5,2
Windham,14876,5,0,2,0,3,59,8,51,0,0
Wolfeboro,6403,4,0,1,0,3,34,4,26,4,0
Woodstock,1369,0,0,0,0,0,9,4,4,1,1
