City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
Gans,298,1,0,1,0,0,0,0,0,0,0
Geary,1276,6,0,0,0,6,86,30,55,1,1
Glenpool,14356,78,0,11,5,62,299,85,186,28,0
Goodwell,1289,0,0,0,0,0,17,5,12,0,0
Gore,939,2,0,1,0,1,7,3,3,1,0
Grandfield,938,1,0,0,0,1,9,2,6,1,0
Granite,1968,4,0,0,0,4,10,5,4,1,0
Grove,7129,17,0,3,0,14,267,48,199,20,0
Guthrie,11597,22,1,3,4,14,254,61,170,23,2
Guymon,11247,36,0,2,3,31,145,51,84,10,0
Haileyville,753,2,0,0,0,2,5,1,2,2,0
Harrah,6602,5,0,2,0,3,136,32,93,11,1
Hartshorne,1930,3,0,0,0,3,71,34,30,7,1
Haskell,1913,3,0,0,1,2,9,2,5,2,1
Healdton,2688,7,0,2,0,5,36,17,12,7,0
Heavener,3285,9,0,0,0,9,43,11,27,5,1
Hennessey,2241,5,0,2,1,2,27,5,16,6,0
Henryetta,5517,11,0,7,0,4,165,57,90,18,1
Hinton,3228,2,0,0,0,2,28,6,17,5,1
Hobart,3403,8,0,1,1,6,56,22,25,9,2
Holdenville,5518,20,0,0,1,19,150,42,97,11,5
Hollis,1856,6,0,0,1,5,42,20,17,5,0
Hominy,3381,14,0,4,0,10,51,15,32,4,2
Hooker,1882,1,0,0,0,1,22,3,18,1,0
Howe,786,4,0,0,0,4,11,1,10,0,0
Hugo,5081,24,0,2,3,19,232,55,158,19,6
Hulbert,584,1,0,0,0,1,1,0,1,0,0
Hydro,937,0,0,0,0,0,5,3,2,0,1
Idabel,6816,43,3,10,0,30,431,78,334,19,2
Jay,2532,11,0,1,0,10,65,16,41,8,0
Jenks,24264,27,2,3,2,20,298,49,223,26,0
Jennings,357,0,0,0,0,0,2,1,0,1,0
Jones,3196,5,0,2,0,3,77,24,44,9,1
Kiefer,2039,2,0,2,0,0,25,7,13,5,0
Kingfisher,4962,17,0,7,0,10,106,22,69,15,1
Kingston,1676,0,0,0,0,0,4,1,0,3,0
Kiowa,668,5,0,0,1,4,31,5,24,2,0
Konawa,1211,6,0,0,1,5,64,22,41,1,2
Krebs,1922,2,0,0,0,2,49,16,31,2,2
Lahoma,621,6,0,0,0,6,3,3,0,0,0
Lamont,390,1,0,0,0,1,0,0,0,0,0
Langley,823,2,0,0,0,2,24,4,12,8,0
Langston,1842,1,0,1,0,0,10,3,7,0,0
Lawton,92256,854,15,97,91,651,2972,877,1836,259,12
Lexington,2152,5,0,0,0,5,42,7,33,2,0
Lindsay,2798,8,0,3,0,5,86,23,55,8,0
Locust Grove,1401,1,0,0,0,1,41,5,31,5,0
Lone Grove,5111,0,0,0,0,0,13,5,5,3,0
Luther,1834,4,0,0,0,4,10,2,6,2,2
Madill,4056,10,1,3,1,5,127,5,116,6,0
Mangum,2735,9,0,1,0,8,50,22,24,4,0
Mannford,3210,5,0,0,0,5,26,7,10,9,0
Marietta,2771,5,0,1,1,3,82,16,57,9,1
Marlow,4398,10,0,1,4,5,99,32,60,7,0
Maysville,1208,5,0,0,0,5,34,18,14,2,0
McAlester2,17840,99,1,19,14,65,1039,199,780,60,3
McCurtain,503,1,0,0,0,1,1,0,1,0,0
McLoud,4746,8,0,2,1,5,49,5,33,11,0
Meeker,1149,5,0,0,0,5,8,4,1,3,0
Miami,13078,70,1,8,8,53,377,111,242,24,3
Midwest City,57678,156,4,31,42,79,1905,302,1408,195,9
Minco,1641,1,0,0,0,1,12,2,9,1,0
Moore,62998,110,1,22,23,64,1423,252,1026,145,1
Mooreland,1176,5,0,3,0,2,9,1,6,2,0
Morris,1416,2,0,0,1,1,4,0,3,1,0
Mounds,1253,6,0,2,0,4,27,7,17,3,0
Mountain View,726,0,0,0,0,0,8,3,4,1,0
Muldrow,3226,20,0,0,0,20,83,21,56,6,0
Muskogee,37174,389,2,35,43,309,1333,359,861,113,12
Mustang,22630,47,0,8,2,37,223,35,168,20,0
Nash,194,0,0,0,0,0,2,1,1,0,0
Newcastle,10649,8,0,3,0,5,232,52,136,44,0
Newkirk,2181,6,1,0,0,5,30,7,20,3,1
Nichols Hills,3945,3,0,0,2,1,81,18,52,11,0
Nicoma Park,2481,4,0,1,0,3,81,18,51,12,1
Ninnekah,1041,0,0,0,0,0,12,4,3,5,0
Noble,6922,17,0,2,2,13,139,55,63,21,1
Norman,125076,335,4,80,42,209,3267,498,2424,345,10
North Enid,932,1,0,0,0,1,10,1,9,0,0
Nowata,3598,13,0,2,1,10,81,31,47,3,1
Oilton,1012,0,0,0,0,0,5,3,0,2,0
Okarche,1351,0,0,0,0,0,14,1,12,1,0
Okemah,3168,13,0,0,2,11,180,72,91,17,2
Oklahoma City2,657890,4751,75,539,888,3249,26918,6206,16922,3790,96
Okmulgee,11702,72,2,9,5,56,563,139,377,47,3
Olustee,563,0,0,0,0,0,1,0,1,0,0
Oologah,1176,0,0,0,0,0,0,0,0,0,0
Owasso,37654,80,2,13,10,55,782,77,647,58,2
Paoli,613,1,0,0,0,1,2,0,1,1,0
Pauls Valley,6157,30,0,3,2,25,356,132,206,18,0
Pawhuska,3410,19,0,3,0,16,118,34,77,7,2
Pawnee,2107,6,0,0,0,6,38,16,21,1,0
Perkins,2833,1,0,0,0,1,72,20,47,5,1
Perry,4905,12,1,0,2,9,104,39,60,5,0
Piedmont,8553,8,0,0,0,8,41,10,27,4,0
Pocola,4124,4,0,1,0,3,28,9,12,7,1
Ponca City,23876,152,0,33,25,94,933,217,665,51,8
Pond Creek,822,1,0,0,0,1,2,1,1,0,0
Porum,702,0,0,0,0,0,1,0,1,0,0
Poteau,8961,37,0,5,1,31,337,79,237,21,1
Prague,2385,6,1,0,1,4,52,14,30,8,0
Pryor Creek,9395,56,1,3,1,51,207,42,130,35,2
Purcell,6481,20,0,3,1,16,222,52,155,15,1
Ramona,543,0,0,0,0,0,5,3,2,0,1
Rattan,297,0,0,0,0,0,2,1,0,1,0
Ringling,966,2,0,1,0,1,15,1,13,1,0
Roland,3894,7,0,0,2,5,85,13,63,9,0
Rush Springs,1262,8,0,8,0,0,29,6,19,4,0
Salina,1396,5,0,1,1,3,23,4,14,5,1
Sallisaw,8391,27,0,6,1,20,250,50,179,21,1
Sand Springs,20024,22,0,5,8,9,878,88,710,80,1
Sapulpa,20888,58,0,8,9,41,545,153,282,110,3
Savanna,649,2,0,0,0,2,23,5,13,5,0
Sawyer,311,0,0,0,0,0,2,2,0,0,0
Sayre,4476,8,0,0,0,8,39,14,18,7,1
Seiling,861,0,0,0,0,0,6,1,4,1,0
Seminole,7134,22,1,1,2,18,207,34,152,21,1
Shady Point,998,1,0,0,1,0,2,0,0,2,0
Shattuck,1280,4,0,4,0,0,14,8,6,0,0
Shawnee,31627,156,1,25,13,117,1517,345,1018,154,4
Skiatook,8041,12,0,5,1,6,196,54,123,19,1
Snyder,1271,3,0,0,0,3,23,10,12,1,0
South Coffeyville,740,2,0,1,0,1,11,0,10,1,0
Sparks,170,0,0,0,0,0,2,2,0,0,0
Spencer,3989,12,0,2,1,9,84,31,38,15,0
Sperry,1329,10,0,0,0,10,48,15,22,11,0
Spiro,2171,6,0,0,1,5,17,5,10,2,1
Sportsmen Acres,307,0,0,0,0,0,0,0,0,0,0
Stigler,2719,5,0,0,1,4,51,13,35,3,0
Stillwater,51008,160,5,37,10,108,1086,189,838,59,12
Stilwell,4054,21,0,2,2,17,146,28,102,16,2
Stratford,1535,2,0,0,0,2,14,8,4,2,1
Stringtown,397,0,0,0,0,0,2,1,1,0,0
Stroud,2713,8,2,0,0,6,51,19,27,5,0
Sulphur,5028,10,1,3,0,6,127,27,96,4,0
Tahlequah,16861,11,0,1,1,9,749,104,607,38,0
Talala,278,0,0,0,0,0,0,0,0,0,0
Talihina,1086,4,0,0,1,3,40,11,24,5,1
Tecumseh,6667,27,0,6,1,20,194,52,101,41,1
Texhoma,917,2,0,0,0,2,0,0,0,0,0
Thackerville,488,0,0,0,0,0,9,0,7,2,0
The Village,9535,21,0,1,6,14,228,54,166,8,1
Thomas,1205,0,0,0,0,0,9,3,5,1,0
Tipton,762,2,0,2,0,0,7,3,4,0,0
Tishomingo,3040,6,0,2,1,3,37,18,17,2,2
Tonkawa,3006,7,0,0,0,7,56,18,34,4,0
Tryon,499,0,0,0,0,0,0,0,0,0,0
Tulsa,401700,3964,55,341,718,2850,21336,4846,13457,3033,209
Tupelo,303,1,0,0,0,1,0,0,0,0,0
Tushka,303,0,0,0,0,0,8,3,5,0,0
Tuttle2,7553,13,0,1,2,10,99,21,68,10,1
Tyrone,760,0,0,0,0,0,11,3,8,0,0
Union City,2193,3,0,0,0,3,12,2,7,3,2
Valley Brook,776,3,0,0,0,3,24,7,14,3,0
Valliant,731,0,0,0,0,0,12,3,6,3,0
Velma,595,0,0,0,0,0,0,0,0,0,0
Verden,535,0,0,0,0,0,10,3,5,2,0
Verdigris,4603,4,0,0,0,4,31,3,22,6,0
Vian,1351,12,0,2,0,10,27,3,21,3,0
Vici,708,1,0,1,0,0,7,1,6,0,0
Vinita,5343,11,0,3,1,7,95,28,60,7,1
Wagoner,9154,14,0,4,1,9,223,40,169,14,2
Wakita,324,0,0,0,0,0,1,0,1,0,0
Walters,2379,1,0,0,1,0,38,16,17,5,0
Warner,1588,1,0,0,0,1,5,2,2,1,0
Warr Acres,10331,71,1,5,10,55,344,139,164,41,0
Washington,664,0,0,0,0,0,3,3,0,0,0
Watonga,2837,3,0,0,0,3,32,7,20,5,0
Watts,310,1,0,0,0,1,2,2,0,0,0
Waukomis,1290,1,0,0,0,1,15,5,9,1,1
Waurika,1919,2,0,1,0,1,21,7,12,2,0
Waynoka,913,1,0,0,0,1,11,0,9,2,1
Weatherford,12186,25,0,5,3,17,270,51,202,17,0
Weleetka,964,7,0,0,0,7,16,4,11,1,0
Wellston,783,0,0,0,0,0,8,3,3,2,0
West Siloam Springs,870,3,0,0,0,3,69,7,49,13,1
Westville,1543,8,0,1,0,7,64,17,45,2,0
Wetumka,1198,5,0,3,0,2,32,13,16,3,0
Wewoka,3252,19,0,2,0,17,103,45,50,8,1
Wilburton,2560,14,0,1,0,13,51,19,25,7,0
Wilson,1697,2,0,1,0,1,24,7,13,4,0
Woodward,12195,31,0,9,1,21,253,85,155,13,0
Wyandotte,330,1,0,0,0,1,1,0,1,0,0
Wynnewood,2207,13,0,1,0,12,12,4,8,0,0
Wynona,434,0,0,0,0,0,1,0,1,0,0
Yale,1192,0,0,0,0,0,15,5,9,1,2
Yukon,28184,45,0,5,3,37,438,56,355,27,5
